Customer Identification Number,Bank Name,Branch Code,Branch name,Client Type,Size of the business,Annual turn-over of the borrower,Balance sheet size of the borrower,Loan number,Disbursement Date,Maturity Date,Currency,TZS Disbursed Amount,TZS Outstanding Principal Amount,Frequency of repayment,Interest Rate Type,Annual Interest Rate,Loan authorization type,loan Type/ General Category,Loan Economic Activity,Purpose of the loan,Asset Classification Category,Location of invested loan (Region),Location of invested loan (District),Location of invested loan (Ward),Location of invested loan (Street),Invested Loan Geographical coordinates-Latitude,Invested Loan Geographical coordinates-Longitude,Collateral Pledged,Collateral Pledged Date,TZS Market value of the collateral,TZS Forced Sale Value of the collateral,Collateral Economic activity ,Collateral Region,Collateral District,Collateral Ward,Collateral Street,Collateral Geographical Coordinates-Latitude,Collateral Geographical Coordinates-Longitude,Insurance coverage of the collateral against climate risks ,Type of insurance policy,Name of insurance provider,Value of Collateral Protected
f433249b-ddd0-4821-a974-37bbd13487cf,Mwanga Bank,BR215,Sokoine Branch,DC,Small,451763420.16,290965268.96,LN8387083,2023-11-23,2026-07-23,TZS,37276778.95,8078292.25,Quarterly,Fixed,15.38,Others,Personal,Manufacturing,Asset Purchase,Substandard,Zanzibar Urban/West,Morogoro Urban,Kaloleni,Lumumba,-5.0968,39.2174,Gold,2023-03-31,5539723.73,2319028.25,Agriculture,Arusha,Ubungo,Nyamagana,Maktaba,-2.4698,37.6494,Yes,Climate Risk,Berg PLC,5413229.37
ec9140e5-2edc-485b-902a-bd9217a9b7fa,Mwanga Bank,BR113,Arusha City Branch,pension fund members,Medium,959686178.08,200483708.15,LN9577385,2022-11-27,2025-09-09,TZS,16176209.12,2739274.3,Monthly,Fixed,5.82,SLA,Mortgage,Retail,Asset Purchase,Standard,Morogoro,Mjini Magharibi,Makumbusho,Regeant,-6.8451,32.9278,Guarantee from Revolutionary Government of Zanzibar,2022-10-14,3327108.77,364887.58,Transport,Mbeya,Tanga City,Makumbusho,Uhuru,-6.1512,36.7039,No,Fire & Theft,Porter PLC,4734225.14
8ae33bee-a52d-4467-8ab3-7de7437c0a3d,Mwanga Bank,BR207,Sokoine Branch,microfinance serviec providers,Micro,250858261.57,138500739.3,LN7829723,2023-04-06,2028-07-13,TZS,45520317.42,1813948.76,Annual,Fixed,6.46,SLA,Business,Manufacturing,Asset Purchase,Doubtful,Zanzibar Urban/West,Ilala,Ndugumbi,Azikiwe,-6.1702,39.2701,Cash,2022-09-05,283241.73,7928381.24,Transport,Dodoma,Ubungo,Sabasaba,Regeant,-6.7944,32.8981,No,Comprehensive,Mclean-Adkins,4080467.11
eb7dd43d-713a-48e8-8f73-18f9f941715d,Mwanga Bank,BR605,Kilosa Branch,Non-salaried,Medium,681491431.74,918537825.66,LN2302652,2023-07-31,2025-09-01,TZS,17977244.81,2484668.1,Monthly,Floating,18.81,SLA,Agricultural,Farming,Expansion,Substandard,Arusha,Arusha City,Kijitonyama,Uhuru,-6.7944,35.8102,Other mortgages eg chattels,2024-07-16,3900187.86,823458.41,Agriculture,Mwanza,Ilala,Mjini,Uhuru,-6.8549,39.2916,No,Fire & Theft,Stevenson Ltd,5535920.34
86aac7b5-7633-4763-a133-796c139da2fd,Mwanga Bank,BR409,Sokoine Branch,Individual,Small,968737602.43,310796949.52,LN2466149,2023-05-22,2025-08-25,TZS,38951338.14,6631207.84,Weekly,Fixed,18.66,FIA,Business,Farming,Working Capital,Doubtful,Dodoma,Ilala,Ndugumbi,Sam Nujoma,-6.1294,32.9624,Equipment,2024-11-14,9040607.65,5082987.9,Construction,Morogoro,Kinondoni,Sabasaba,Sokoine,-6.2044,36.6428,Yes,Comprehensive,"Smith, West and Mason",9326556.46
380c09df-1860-45a4-b1b4-3a0e836dec31,Mwanga Bank,BR942,Nyamagana Branch,microfinance serviec providers,Small,382034680.2,584512111.35,LN0223779,2023-09-06,2027-06-16,TZS,62907633.11,9275413.84,Annual,Fixed,17.56,FIA,Agricultural,Manufacturing,Expansion,Doubtful,Tanga,Nyamagana,Sabasaba,Azikiwe,-5.0968,33.4987,Terminal Benefits,2025-03-07,8213878.31,3965009.88,Agriculture,Morogoro,Tanga City,Mikocheni,Maktaba,-6.8284,36.6198,No,Climate Risk,Waters-Anderson,4267527.54
42df8c9d-f7b5-4f59-be27-c9026bc014b4,Mwanga Bank,BR922,Ilala Branch,microfinance serviec providers,Large,546968265.45,101196987.22,LN0408779,2024-03-27,2026-08-22,TZS,74070985.33,8238731.21,Monthly,Fixed,6.48,Others,Personal,Farming,Expansion,Doubtful,Mbeya,Kinondoni,Makumbusho,Uhuru,-6.8097,39.1262,Gold,2024-06-09,8184623.04,6608056.38,Construction,Tanga,Ilala,Ilala,Maktaba,-6.1831,37.6605,Yes,Climate Risk,"Espinoza, Johnson and Sellers",1969791.15
63087319-c9aa-4596-b050-d2508ee59cd6,Mwanga Bank,BR639,Kilosa Branch,MC,Medium,436302719.93,835667585.31,LN1838910,2024-02-01,2028-05-09,TZS,77825956.5,834787.36,Semi-Annual,Floating,13.53,Others,Business,Retail,Asset Purchase,Doubtful,Dar es Salaam,Mjini Magharibi,Ndugumbi,Azikiwe,-6.1702,39.1262,Terminal Benefits,2023-09-24,1104252.53,6114907.76,Construction,Dar es Salaam,Kinondoni,Ilala,Lumumba,-3.3991,32.8981,No,Climate Risk,"Williams, Schneider and Mitchell",8362561.64
134a8022-72a4-4a0a-ae2c-b7e0c0cb8129,Mwanga Bank,BR205,Ilala Branch,Individual,Medium,538996082.64,136257453.52,LN9667257,2024-01-03,2028-06-06,TZS,72199312.16,9909655.05,Quarterly,Fixed,17.61,BUL,Personal,Farming,Working Capital,Standard,Dar es Salaam,Ilala,Nyamagana,Nyerere,-5.0582,33.4987,Government Securities,2025-08-23,3981249.06,3484020.55,Construction,Zanzibar Urban/West,Tanga City,Ilala,Maktaba,-6.8125,39.2916,No,Fire & Theft,"Harris, Velasquez and Gomez",9907881.29
23782dd1-d4e8-42c5-96cf-854371637b07,Mwanga Bank,BR905,Arusha City Branch,MC,Small,375924688.37,716376468.33,LN4522457,2023-08-29,2027-06-29,TZS,61352172.19,1022914.93,Monthly,Floating,15.5,BUL,Agricultural,Manufacturing,Expansion,Substandard,Tanga,Arusha City,Ndugumbi,Maktaba,-3.4173,39.2246,Gold,2023-11-04,1909170.23,3649371.2,Transport,Mbeya,Tanga City,Makumbusho,Nyerere,-6.8182,33.4987,Yes,Comprehensive,Elliott Inc,2357650.2
91c7f290-dee5-4d97-9eb0-5c39f557e055,Mwanga Bank,BR823,Sokoine Branch,Corporate,Small,203738164.68,546707414.04,LN7553373,2022-08-28,2028-01-09,TZS,42303574.57,825831.52,Semi-Annual,Fixed,8.7,BUL,Agricultural,Farming,Working Capital,Standard,Dodoma,Morogoro Urban,Mjini,Nyerere,-5.0315,35.7647,Guarantee from Revolutionary Government of Zanzibar,2024-02-09,9275135.6,2459331.34,Agriculture,Morogoro,Arusha City,Ndugumbi,Nyerere,-3.4526,35.7647,Yes,Comprehensive,"Williams, Brock and Johnson",2598833.82
0161642a-f07d-41f6-8adc-816fe47bec9f,Mwanga Bank,BR733,Tanga City Branch,Salaried,Small,610486760.84,29616715.03,LN3572118,2023-11-01,2025-11-20,TZS,67595155.36,3361681.75,Weekly,Fixed,15.48,BUL,Agricultural,Retail,Working Capital,Standard,Tanga,Morogoro Urban,Kijitonyama,Sokoine,-2.5146,39.1107,Compulsory savings,2025-08-12,9953570.36,8553628.55,Transport,Tanga,Arusha City,Sabasaba,Regeant,-3.4526,37.6932,Yes,Climate Risk,Nicholson PLC,1120954.38
9d7604f5-3839-47e8-9ee1-13b894cf6373,Mwanga Bank,BR153,Kinondoni Branch,Staff,Medium,320809948.35,745001174.83,LN2747558,2024-01-09,2025-09-23,TZS,22827491.98,1940522.24,Weekly,Fixed,11.45,BUL,Business,Manufacturing,Asset Purchase,Substandard,Dodoma,Morogoro Urban,Kaloleni,Uhuru,-6.7387,36.6643,Cash,2024-04-27,7127154.72,8108487.5,Transport,Dar es Salaam,Ilala,Mikocheni,Uhuru,-3.3991,36.6428,No,Climate Risk,Lewis-Townsend,9758715.64
28aba98e-a13c-4e64-9e0c-6be2903d0db7,Mwanga Bank,BR015,Arusha City Branch,DC,Small,622669588.59,366105244.22,LN7776856,2022-09-30,2028-01-29,TZS,76980584.78,6882180.76,Annual,Floating,14.35,Others,Agricultural,Farming,Asset Purchase,Standard,Zanzibar Urban/West,Arusha City,Kaloleni,Regeant,-3.4173,35.8102,Guarantee from Local government units,2024-02-16,7287379.95,3018935.72,Transport,Morogoro,Tanga City,Kijitonyama,Maktaba,-6.7387,35.7647,No,Comprehensive,Walker-Fisher,1251876.14
ea4187d1-0e77-4bd8-8caf-079f6776060a,Mwanga Bank,BR798,Arusha City Branch,Corporate,Small,102172616.45,52564736.55,LN5075741,2023-05-11,2026-03-11,TZS,45539946.56,3967017.86,Semi-Annual,Floating,16.17,Others,Agricultural,Farming,Expansion,Doubtful,Morogoro,Ilala,Sabasaba,Sokoine,-2.5223,39.0843,Letter of Hypothecation,2023-02-19,5026469.58,612394.66,Agriculture,Zanzibar Urban/West,Kinondoni,Sabasaba,Regeant,-6.8284,33.4528,No,Comprehensive,Le Ltd,8538199.73
7924805f-220f-449c-af30-4a167cd079bd,Mwanga Bank,BR484,Kilosa Branch,SME,Micro,784971053.79,52142926.21,LN2781194,2023-12-18,2026-09-19,TZS,83690026.55,143402.31,Monthly,Fixed,6.06,SLA,Agricultural,Retail,Working Capital,Doubtful,Zanzibar Urban/West,Arusha City,Makumbusho,Lumumba,-6.8125,39.1262,Letter of Hypothecation,2022-10-10,6146333.58,1400060.59,Construction,Morogoro,Kinondoni,Nyamagana,Uhuru,-6.2039,32.9624,Yes,Fire & Theft,Martinez-Lewis,9472765.09
f4ded099-0eb6-4db8-b525-1a976f395035,Mwanga Bank,BR930,Tanga City Branch,Corporate,Medium,328323148.23,405120041.65,LN0659018,2024-05-26,2027-01-13,TZS,21433118.3,3427582.71,Annual,Floating,8.11,Others,Mortgage,Farming,Working Capital,Doubtful,Tanga,Nyamagana,Mjini,Lumumba,-2.4821,39.2049,Guarantee from Revolutionary Government of Zanzibar,2025-05-12,9757057.85,8480237.88,Transport,Dodoma,Ubungo,Ilala,Maktaba,-6.1702,36.7039,No,Comprehensive,Murray Inc,2059920.37
4b8ed48c-e743-4a86-95b5-9fee7d1aa2bb,Mwanga Bank,BR580,Kilosa Branch,DC,Large,997953743.75,477882890.82,LN0266171,2023-03-26,2026-05-26,TZS,60582218.45,5905040.28,Annual,Floating,9.04,BUL,Business,Farming,Expansion,Doubtful,Mwanza,Mjini Magharibi,Mikocheni,Sokoine,-3.3991,35.7813,Guarantee from Local government units,2023-07-27,2385298.53,1817485.99,Construction,Mwanza,Ubungo,Makumbusho,Lumumba,-6.8679,35.7813,No,Fire & Theft,Villarreal Inc,4863689.88
2505456b-7fe1-4a0b-85ec-fc93e0bf801d,Mwanga Bank,BR623,Kinondoni Branch,Individual,Medium,574543283.2,591927673.45,LN6674981,2024-03-19,2028-05-10,TZS,17639977.88,1496701.24,Weekly,Floating,14.35,BUL,Business,Farming,Asset Purchase,Standard,Tanga,Tanga City,Mjini,Uhuru,-6.1702,39.2246,Government Securities,2025-08-04,2706951.96,3747292.86,Transport,Dodoma,Tanga City,Nyamagana,Maktaba,-6.8182,37.6605,Yes,Fire & Theft,Bailey Group,8420936.15
68d8fc68-429b-4822-a4a0-2d9ab43cc2f5,Mwanga Bank,BR506,Arusha City Branch,Salaried,Small,322835733.64,820671379.73,LN0699968,2023-05-19,2027-05-12,TZS,63300839.11,3378962.03,Semi-Annual,Floating,6.55,SLA,Mortgage,Manufacturing,Expansion,Standard,Dodoma,Tanga City,Makumbusho,Nyerere,-2.4915,39.0843,Cash,2025-05-19,7162825.93,6589411.33,Construction,Morogoro,Mjini Magharibi,Kijitonyama,Maktaba,-5.0968,32.8567,Yes,Climate Risk,"Knight, Griffin and Stewart",2354051.29
43918bf1-ba35-4f9c-b19f-dd444a544acd,Mwanga Bank,BR160,Sokoine Branch,MC,Medium,772820477.91,663715484.45,LN5223731,2023-09-02,2026-05-02,TZS,60572629.5,9427034.25,Quarterly,Floating,17.15,SLA,Mortgage,Farming,Working Capital,Doubtful,Tanga,Morogoro Urban,Ndugumbi,Nyerere,-6.8679,39.0983,Parastatals Guarantee,2022-11-02,1238262.54,4823809.35,Agriculture,Mwanza,Kinondoni,Sabasaba,Lumumba,-6.1578,37.6932,No,Fire & Theft,Allen Ltd,1345716.8
f5c687cb-a5b6-447a-a141-f3f3795a8261,Mwanga Bank,BR668,Sokoine Branch,Non-salaried,Micro,109697484.69,670320797.72,LN9846382,2024-02-19,2027-11-08,TZS,56717065.78,2078844.5,Semi-Annual,Floating,15.62,BUL,Agricultural,Retail,Asset Purchase,Doubtful,Mbeya,Morogoro Urban,Mikocheni,Sam Nujoma,-6.1438,39.2315,Parastatals Guarantee,2024-01-28,2542564.11,4965571.74,Agriculture,Mwanza,Mjini Magharibi,Makumbusho,Sam Nujoma,-8.9398,39.1262,No,Comprehensive,Garcia and Sons,4284185.17
8c3f7f6d-1ffd-44fb-910f-3b6f7a1e1af2,Mwanga Bank,BR942,Arusha City Branch,pension fund members,Small,957245387.68,686754630.96,LN9892046,2024-04-11,2026-10-22,TZS,17797688.13,3624198.02,Weekly,Floating,17.68,FIA,Mortgage,Retail,Asset Purchase,Doubtful,Dodoma,Ilala,Ndugumbi,Lumumba,-6.7387,33.4987,Unsecured,2024-06-26,8613107.32,5528376.0,Agriculture,Arusha,Ilala,Makumbusho,Uhuru,-6.7944,35.8226,Yes,Climate Risk,Kramer-Miller,7947821.26
f21cf750-24b1-40ec-8b45-82b9bd9efeb9,Mwanga Bank,BR255,Ilala Branch,Staff,Large,985664096.75,221811690.19,LN4245472,2023-04-30,2028-02-20,TZS,70894053.6,9266676.34,Annual,Fixed,9.79,FIA,Business,Farming,Expansion,Standard,Dar es Salaam,Mjini Magharibi,Sabasaba,Azikiwe,-6.1702,39.2701,Government Securities,2022-11-29,1644171.66,4324153.45,Construction,Tanga,Morogoro Urban,Sabasaba,Nyerere,-6.8125,39.0715,Yes,Fire & Theft,Newton-Hill,2606974.67
9d79fd0c-1072-40aa-bb4d-1f19c9daa34c,Mwanga Bank,BR351,Mbeya City Branch,Corporate,Medium,71921767.58,749757961.35,LN0972980,2023-08-16,2026-12-10,TZS,33124020.41,7779811.02,Semi-Annual,Floating,15.26,Others,Personal,Farming,Expansion,Standard,Tanga,Tanga City,Nyamagana,Uhuru,-6.2039,36.6428,Cash,2023-04-18,7384494.63,6921849.29,Construction,Zanzibar Urban/West,Tanga City,Kijitonyama,Azikiwe,-5.0582,36.7039,Yes,Comprehensive,Gregory PLC,4087275.27
60061c63-d262-469c-bd97-875a5ebdfa69,Mwanga Bank,BR904,Ilala Branch,Non-salaried,Micro,723097100.99,395434086.34,LN9798938,2023-06-17,2026-09-09,TZS,63142179.39,1312458.12,Annual,Fixed,11.02,BUL,Personal,Farming,Asset Purchase,Substandard,Mwanza,Tanga City,Ilala,Sokoine,-6.1512,36.7039,Gold,2023-01-27,5213412.95,8753299.25,Construction,Dodoma,Ilala,Nyamagana,Maktaba,-2.4915,33.4339,No,Fire & Theft,Arnold PLC,1729558.64
83258f62-db7d-4562-b37f-a8298c7d3fd3,Mwanga Bank,BR842,Sokoine Branch,SME,Medium,166256320.84,217817026.26,LN3618004,2024-04-11,2027-10-29,TZS,18409930.95,4897571.86,Annual,Fixed,15.01,Others,Personal,Farming,Expansion,Doubtful,Dodoma,Mjini Magharibi,Mjini,Sokoine,-5.0968,37.6494,Commercial real estate,2024-08-05,1814745.96,3014164.72,Transport,Mbeya,Arusha City,Nyamagana,Sokoine,-8.9151,39.0983,No,Climate Risk,"Hurst, Escobar and Hill",7243683.53
38f012c2-4e52-489b-9906-a75e51de93eb,Mwanga Bank,BR009,Arusha City Branch,Related parties,Large,327866319.51,586371928.55,LN3338799,2022-10-11,2027-04-03,TZS,98499057.78,9278706.76,Annual,Fixed,11.56,BUL,Business,Manufacturing,Expansion,Doubtful,Dodoma,Tanga City,Mjini,Maktaba,-6.1294,39.0843,Guarantee from Local government units,2022-11-20,9480591.9,507888.05,Construction,Mbeya,Mbeya City,Nyamagana,Azikiwe,-6.1947,33.4631,No,Fire & Theft,Yoder-Evans,6998492.34
18baace1-a117-4a78-b4be-e1ce78392e1f,Mwanga Bank,BR349,Tanga City Branch,Non-salaried,Micro,262476926.48,548534119.56,LN8095573,2024-01-14,2026-09-12,TZS,20250774.72,7646387.36,Semi-Annual,Floating,16.7,BUL,Mortgage,Manufacturing,Asset Purchase,Doubtful,Morogoro,Nyamagana,Mikocheni,Sam Nujoma,-3.3991,39.0983,Deposits,2022-09-04,3243537.56,4439402.98,Agriculture,Zanzibar Urban/West,Ilala,Kaloleni,Azikiwe,-6.8097,39.2916,Yes,Fire & Theft,Abbott-Larsen,6758836.17
f57386d5-82ca-4ffb-86bc-66238c4115fd,Mwanga Bank,BR431,Ilala Branch,Corporate,Small,442599561.37,28151040.84,LN6475743,2023-03-08,2026-01-08,TZS,63124033.44,7029279.52,Monthly,Fixed,12.49,BUL,Business,Farming,Expansion,Substandard,Dodoma,Ubungo,Ndugumbi,Sokoine,-6.8786,39.2315,Gold,2023-01-23,1493541.4,1859317.38,Transport,Arusha,Morogoro Urban,Mikocheni,Lumumba,-3.3991,36.7039,Yes,Climate Risk,Leach-Lopez,379389.96
71f9a6aa-caed-4f2b-8391-f2c43d420a09,Mwanga Bank,BR993,Ilala Branch,Staff,Medium,577295054.42,926495484.21,LN3729400,2024-05-18,2026-01-20,TZS,32791270.98,1250339.15,Monthly,Floating,11.98,Others,Business,Manufacturing,Working Capital,Substandard,Dodoma,Arusha City,Mikocheni,Nyerere,-8.8873,33.4631,Parastatals Guarantee,2025-04-14,7046396.65,2518865.32,Construction,Dodoma,Arusha City,Nyamagana,Azikiwe,-8.9045,39.2701,Yes,Climate Risk,Robbins PLC,2474570.52
4c57d49c-f1ac-4616-b18a-9221549e5979,Mwanga Bank,BR791,Nyamagana Branch,Staff,Micro,102566452.31,848711444.4,LN4467239,2023-01-02,2027-09-24,TZS,35750567.14,5134490.14,Quarterly,Floating,18.71,FIA,Business,Manufacturing,Expansion,Substandard,Dar es Salaam,Mbeya City,Kaloleni,Lumumba,-8.9045,35.8102,agricultural land,2025-06-08,7609121.56,7596734.2,Agriculture,Mbeya,Ubungo,Ndugumbi,Uhuru,-6.1578,39.2315,No,Fire & Theft,Washington Group,6448523.99
f8ecb7ac-b812-4c31-8d6c-5eab05f6092b,Mwanga Bank,BR875,Mbeya City Branch,Related parties,Medium,689514951.88,556488258.28,LN4667080,2022-10-24,2025-10-20,TZS,12205364.85,8060724.77,Monthly,Floating,12.5,SLA,Personal,Manufacturing,Working Capital,Standard,Zanzibar Urban/West,Arusha City,Mjini,Sokoine,-8.9398,36.6643,MotorVehicle,2024-04-27,5397120.03,3011968.67,Transport,Dar es Salaam,Morogoro Urban,Ilala,Sam Nujoma,-2.4915,32.8567,Yes,Comprehensive,Koch PLC,8739987.73
85267524-5128-41d5-bd2b-f11e566bf38c,Mwanga Bank,BR896,Ilala Branch,Related parties,Small,756990499.31,703832758.71,LN8114796,2023-02-13,2025-12-21,TZS,59188968.92,6664449.24,Annual,Floating,6.34,SLA,Personal,Manufacturing,Expansion,Standard,Tanga,Mjini Magharibi,Kaloleni,Nyerere,-6.1512,39.2174,Letter of Hypothecation,2023-04-30,2410152.94,1125357.28,Agriculture,Arusha,Morogoro Urban,Ilala,Sam Nujoma,-6.8182,35.8226,No,Climate Risk,Leon-Baird,5705814.15
9e0fc2cb-e5b2-4d4a-9468-3a083aa01876,Mwanga Bank,BR524,Kilosa Branch,MC,Large,176511200.11,270946244.86,LN1145793,2024-01-08,2027-12-20,TZS,44341161.5,2531834.42,Quarterly,Fixed,9.39,FIA,Mortgage,Retail,Expansion,Substandard,Dar es Salaam,Nyamagana,Mikocheni,Maktaba,-6.1294,37.6932,Guarantee of Unconditional and irrevocable guarantee of a first class international bank or a first class international financial institution.,2023-05-17,7438197.64,345482.77,Transport,Arusha,Nyamagana,Kijitonyama,Sokoine,-2.5223,36.7039,No,Comprehensive,"Scott, Davenport and Collins",6696910.06
a8bb1c0d-29ec-48e8-a029-92fa9768561a,Mwanga Bank,BR441,Sokoine Branch,Salaried,Medium,944331922.96,86783144.64,LN1387219,2024-07-05,2026-08-08,TZS,50414860.37,210659.68,Semi-Annual,Floating,14.23,Others,Agricultural,Manufacturing,Expansion,Standard,Mbeya,Ilala,Sabasaba,Azikiwe,-8.8873,39.2315,Gold,2023-11-24,9490128.42,3511901.9,Agriculture,Tanga,Mjini Magharibi,Kaloleni,Maktaba,-6.8284,37.6932,Yes,Fire & Theft,Campbell LLC,5420045.65
