Customer Identification Number,Bank Name,Branch Code,Branch name,Client Type,Size of the business,Annual turn-over of the borrower,Balance sheet size of the borrower,Loan number,Disbursement Date,Maturity Date,Currency,TZS Disbursed Amount,TZS Outstanding Principal Amount,Frequency of repayment,Interest Rate Type,Annual Interest Rate,Loan authorization type,loan Type/ General Category,Loan Economic Activity,Purpose of the loan,Asset Classification Category,Location of invested loan (Region),Location of invested loan (District),Location of invested loan (Ward),Location of invested loan (Street),Invested Loan Geographical coordinates-Latitude,Invested Loan Geographical coordinates-Longitude,Collateral Pledged,Collateral Pledged Date,TZS Market value of the collateral,TZS Forced Sale Value of the collateral,Collateral Economic activity ,Collateral Region,Collateral District,Collateral Ward,Collateral Street,Collateral Geographical Coordinates-Latitude,Collateral Geographical Coordinates-Longitude,Insurance coverage of the collateral against climate risks ,Type of insurance policy,Name of insurance provider,Value of Collateral Protected
5e6efa41-3484-4191-bb9f-77d810554204,NBC Bank,BR541,Kilosa Branch,Salaried,Small,934933510.35,73011353.51,LN8140813,2023-05-13,2027-04-01,TZS,49304410.11,7669179.63,Weekly,Floating,11.31,BUL,Agricultural,Farming,Working Capital,Standard,Arusha,Mjini Magharibi,Sabasaba,Maktaba,-6.1438,39.2246,Commercial real estate,2025-08-13,2709571.22,3297342.1,Construction,Mwanza,Mbeya City,Ilala,Regeant,-2.5223,37.6494,Yes,Comprehensive,Holloway-Parker,5903684.87
59d001dd-7104-4c16-b210-e490fd4d268e,NBC Bank,BR716,Arusha City Branch,Staff,Large,33831477.03,35932284.51,LN7137833,2022-10-29,2027-05-04,TZS,20074732.05,8176806.57,Semi-Annual,Floating,9.52,SLA,Business,Manufacturing,Asset Purchase,Standard,Dodoma,Mjini Magharibi,Sabasaba,Sam Nujoma,-3.3382,36.7039,Terminal Benefits,2022-12-16,5207745.3,2977775.01,Construction,Dodoma,Ubungo,Nyamagana,Sokoine,-2.4821,39.2471,Yes,Fire & Theft,Roman PLC,4855036.92
bbeb9f4a-22b2-4042-9e26-bc8ac82ce44f,NBC Bank,BR225,Nyamagana Branch,Salaried,Micro,87623755.92,992491037.14,LN9098978,2024-01-17,2025-12-06,TZS,31289444.82,1697104.57,Quarterly,Fixed,17.43,Others,Business,Manufacturing,Asset Purchase,Substandard,Morogoro,Ubungo,Mikocheni,Sam Nujoma,-5.0582,39.2246,Stocks,2025-07-18,9614026.91,7651296.94,Transport,Dar es Salaam,Mbeya City,Makumbusho,Maktaba,-6.1512,39.2471,No,Comprehensive,"Brooks, Fox and Phillips",5942097.3
c25e1130-8d88-418d-b272-e47e1c34075f,NBC Bank,BR354,Arusha City Branch,MC,Small,66837270.09,479075780.49,LN2065221,2024-04-01,2026-05-17,TZS,95238793.79,1492432.31,Weekly,Fixed,19.81,FIA,Mortgage,Retail,Working Capital,Substandard,Mwanza,Nyamagana,Nyamagana,Sokoine,-6.7387,35.7813,Terminal Benefits,2025-06-28,252877.33,1569366.55,Construction,Zanzibar Urban/West,Arusha City,Nyamagana,Regeant,-5.0968,39.2136,Yes,Climate Risk,Gibson-Miller,219498.3
71f1140a-065d-46c0-aaa2-acbdd8a2dbb0,NBC Bank,BR293,Sokoine Branch,MC,Large,16907102.15,632379123.67,LN3374252,2023-07-09,2026-12-09,TZS,26799358.97,4621769.64,Annual,Floating,8.86,SLA,Mortgage,Farming,Working Capital,Standard,Zanzibar Urban/West,Nyamagana,Ndugumbi,Uhuru,-6.8549,39.1262,Deposits,2025-01-14,9649886.72,8869157.95,Agriculture,Dar es Salaam,Kinondoni,Mikocheni,Maktaba,-3.3382,37.6494,No,Comprehensive,"Lester, Sanchez and Campbell",5895576.06
bbd9108e-edcf-44ed-a09a-63685d035d5e,NBC Bank,BR352,Arusha City Branch,Individual,Micro,110237799.8,441064997.42,LN0150752,2024-05-02,2028-02-12,TZS,47094207.33,1881030.26,Annual,Floating,5.79,BUL,Mortgage,Retail,Working Capital,Substandard,Zanzibar Urban/West,Morogoro Urban,Kaloleni,Azikiwe,-6.8786,39.2916,agricultural land,2024-01-23,8785166.58,6639607.67,Construction,Dodoma,Mjini Magharibi,Sabasaba,Sam Nujoma,-3.3991,32.8766,No,Climate Risk,Watson-Grant,6020708.0
132abc1e-d07a-4cb0-891b-c9cf8b881c69,NBC Bank,BR120,Arusha City Branch,Corporate,Micro,452748162.45,851984147.02,LN9664111,2024-08-15,2026-04-04,TZS,705066.28,5653413.43,Semi-Annual,Floating,5.17,Others,Mortgage,Retail,Expansion,Doubtful,Morogoro,Nyamagana,Nyamagana,Nyerere,-5.0157,39.2315,Other mortgages eg chattels,2024-01-10,4736710.97,2209518.87,Agriculture,Zanzibar Urban/West,Kinondoni,Ilala,Sokoine,-6.1294,39.2049,Yes,Climate Risk,Briggs PLC,8818092.17
272c574b-16ec-4e85-843a-f91541afd5a2,NBC Bank,BR548,Mbeya City Branch,Corporate,Large,28789076.24,261624264.01,LN0861758,2024-08-05,2025-10-24,TZS,54116211.09,5153369.33,Semi-Annual,Floating,6.53,FIA,Agricultural,Farming,Working Capital,Standard,Tanga,Mjini Magharibi,Mikocheni,Maktaba,-6.1857,39.0843,Commercial real estate,2023-11-17,8849644.78,71668.97,Agriculture,Mbeya,Nyamagana,Mikocheni,Azikiwe,-6.2039,36.6428,No,Fire & Theft,Wilcox-White,9711470.49
92692a2a-2ba1-474d-ae02-5d0b55d9c302,NBC Bank,BR780,Kinondoni Branch,pension fund members,Large,774574435.74,447019325.96,LN7577045,2024-04-05,2028-02-21,TZS,80078343.46,1327058.14,Quarterly,Fixed,7.86,Others,Personal,Farming,Working Capital,Substandard,Arusha,Ilala,Nyamagana,Sokoine,-6.8549,32.9624,Government Securities,2024-12-05,2445588.72,4581701.8,Agriculture,Dar es Salaam,Ilala,Ilala,Maktaba,-6.8786,36.6198,No,Fire & Theft,"Blackwell, Miller and Bailey",2654339.35
2d98fe41-3576-43a2-93d6-7649054c5506,NBC Bank,BR505,Tanga City Branch,Corporate,Micro,957666275.19,255489763.36,LN3792136,2023-05-24,2026-03-04,TZS,1994432.98,34330.23,Weekly,Floating,13.37,FIA,Personal,Farming,Expansion,Doubtful,Morogoro,Morogoro Urban,Nyamagana,Sam Nujoma,-2.5146,39.2049,Debenture,2023-10-08,9089031.95,8316941.64,Agriculture,Mwanza,Mbeya City,Mjini,Uhuru,-6.8125,37.6847,No,Comprehensive,Ellis-Macias,5569792.34
be6519d7-df67-430e-9e84-d282b52c1d55,NBC Bank,BR786,Sokoine Branch,Staff,Medium,62032370.26,5537333.72,LN0373378,2023-03-21,2028-02-15,TZS,50644172.57,4666808.44,Weekly,Fixed,17.96,BUL,Agricultural,Manufacturing,Asset Purchase,Substandard,Zanzibar Urban/West,Mjini Magharibi,Mikocheni,Azikiwe,-6.1702,39.0983,Guarantee from Revolutionary Government of Zanzibar,2024-03-24,7968934.76,115500.76,Transport,Arusha,Kinondoni,Mikocheni,Azikiwe,-6.2044,37.6605,No,Comprehensive,"Bender, Cameron and Soto",5133689.9
6078fb34-2c83-4c5e-b9f1-22260615497a,NBC Bank,BR225,Arusha City Branch,Individual,Micro,402067342.2,464098913.65,LN1221526,2024-07-01,2028-03-28,TZS,24303996.2,3755106.06,Monthly,Fixed,13.27,Others,Business,Farming,Expansion,Substandard,Morogoro,Kinondoni,Mikocheni,Azikiwe,-2.4821,39.1107,Debenture,2024-06-04,3827468.81,8588505.41,Transport,Mbeya,Ubungo,Kijitonyama,Sokoine,-6.1857,39.1262,No,Comprehensive,Barnes LLC,1591450.2
a6392bde-495c-4b2c-b74f-9a4b42d39bb6,NBC Bank,BR693,Arusha City Branch,microfinance serviec providers,Medium,532037619.51,130694182.37,LN2200077,2023-04-30,2026-12-02,TZS,4595995.33,868072.61,Annual,Fixed,9.59,Others,Agricultural,Retail,Expansion,Standard,Tanga,Morogoro Urban,Nyamagana,Maktaba,-8.9045,33.4631,Unsecured,2025-04-22,9287438.39,1310474.13,Agriculture,Mbeya,Nyamagana,Nyamagana,Sam Nujoma,-6.1512,39.0715,Yes,Climate Risk,Owens Ltd,652322.72
7b3bc39e-ec11-4855-8be7-b413889b940e,NBC Bank,BR477,Sokoine Branch,Related parties,Medium,105712605.53,646131231.04,LN6858908,2022-10-09,2026-07-29,TZS,46427065.13,5812469.91,Monthly,Fixed,17.84,FIA,Personal,Manufacturing,Working Capital,Doubtful,Mwanza,Arusha City,Mjini,Sam Nujoma,-3.3382,37.6847,Terminal Benefits,2025-01-19,8479809.86,8082469.6,Construction,Dodoma,Mbeya City,Kaloleni,Sam Nujoma,-2.4821,39.2174,No,Climate Risk,Phillips-White,3408087.61
5f60d9fc-10c9-4128-a3d1-b5bb1add3e42,NBC Bank,BR944,Sokoine Branch,MC,Medium,308690297.72,939474696.22,LN4905163,2023-09-04,2027-04-24,TZS,80777477.26,6303950.44,Semi-Annual,Fixed,13.32,FIA,Personal,Manufacturing,Asset Purchase,Substandard,Dodoma,Morogoro Urban,Kaloleni,Regeant,-6.7944,32.9624,Commercial real estate,2022-11-07,2306814.37,1246943.12,Transport,Morogoro,Arusha City,Nyamagana,Lumumba,-6.8786,39.2049,No,Climate Risk,"Coleman, Leonard and Ray",6315805.16
78ada1c3-a15d-415d-9d9a-32c66610906c,NBC Bank,BR786,Sokoine Branch,Non-salaried,Large,774586007.38,132556374.93,LN6967762,2024-05-27,2028-01-04,TZS,12731869.19,9311821.77,Monthly,Floating,13.81,FIA,Personal,Retail,Working Capital,Substandard,Mbeya,Nyamagana,Ilala,Regeant,-3.4173,35.8226,Debenture,2022-10-30,6092943.79,246887.97,Construction,Dodoma,Mjini Magharibi,Ndugumbi,Nyerere,-6.8549,39.0715,Yes,Fire & Theft,"Bond, Rogers and Simon",140022.76
f2637546-08dd-4f1b-909e-c0ce76f52666,NBC Bank,BR165,Arusha City Branch,Individual,Small,172047973.03,518458841.03,LN5185743,2023-01-09,2026-09-02,TZS,47315048.58,2514339.04,Weekly,Floating,12.28,BUL,Mortgage,Retail,Expansion,Standard,Mwanza,Arusha City,Sabasaba,Maktaba,-2.5223,33.4339,Debenture,2024-05-27,9256171.25,3955465.56,Transport,Mwanza,Arusha City,Kijitonyama,Regeant,-6.1438,33.4528,Yes,Fire & Theft,Rogers Inc,3602146.65
1854f788-b4e8-4433-951c-561ecf97c678,NBC Bank,BR947,Sokoine Branch,SME,Medium,164220194.79,815119747.01,LN1275815,2023-01-13,2028-03-31,TZS,33194795.99,9018536.85,Annual,Floating,16.97,BUL,Business,Manufacturing,Asset Purchase,Standard,Dodoma,Ubungo,Nyamagana,Azikiwe,-6.1438,39.2701,Residential mortgage,2025-06-15,4113269.36,4600969.64,Agriculture,Dar es Salaam,Morogoro Urban,Kaloleni,Regeant,-5.0315,37.6847,Yes,Fire & Theft,Jimenez-Simon,5139288.92
ca53baa1-b920-47ce-9db0-f5d6466bdc31,NBC Bank,BR040,Ubungo Branch,pension fund members,Small,229215270.09,623803940.77,LN0571555,2023-07-26,2028-06-20,TZS,5098328.07,2798264.6,Quarterly,Fixed,7.46,BUL,Agricultural,Manufacturing,Working Capital,Standard,Mwanza,Ubungo,Kaloleni,Maktaba,-6.1702,36.6643,Residential mortgage,2024-02-07,1020922.4,3609704.39,Agriculture,Morogoro,Tanga City,Nyamagana,Azikiwe,-8.8873,37.6494,Yes,Comprehensive,"Williams, Gutierrez and Mack",6688898.29
dd06aab6-32f9-4eb2-9020-e966fdfb3a38,NBC Bank,BR272,Tanga City Branch,DC,Small,609204769.24,296118317.29,LN5522324,2023-08-21,2028-02-16,TZS,82697587.15,7779638.41,Quarterly,Floating,7.73,SLA,Agricultural,Manufacturing,Expansion,Doubtful,Mwanza,Ilala,Sabasaba,Sokoine,-6.1578,37.6358,Unsecured,2025-08-20,9211185.32,6085358.53,Transport,Tanga,Ilala,Kijitonyama,Nyerere,-2.4698,36.6428,No,Comprehensive,"Gallagher, Carter and Smith",442612.94
2807436c-9b4e-435f-9e9f-31ef7c331d67,NBC Bank,BR919,Mbeya City Branch,Salaried,Large,579980697.62,602006075.92,LN4085061,2024-03-12,2028-03-15,TZS,26984593.62,8462234.72,Monthly,Floating,16.86,BUL,Agricultural,Manufacturing,Expansion,Doubtful,Tanga,Arusha City,Ndugumbi,Uhuru,-2.4915,32.9624,Government Securities,2024-11-02,8717550.88,1698415.07,Construction,Dar es Salaam,Arusha City,Kaloleni,Regeant,-3.3991,32.8981,Yes,Fire & Theft,"Harrington, Cook and Sheppard",1192393.88
d8399790-aabf-4a84-bd81-4d3a9fa54ff6,NBC Bank,BR670,Mbeya City Branch,DC,Medium,544022110.95,290175731.11,LN0489564,2022-10-17,2026-05-09,TZS,5481516.33,2196732.57,Semi-Annual,Floating,19.51,SLA,Agricultural,Manufacturing,Working Capital,Standard,Zanzibar Urban/West,Mjini Magharibi,Mikocheni,Maktaba,-6.2044,33.4742,agricultural land,2023-05-19,9217705.85,3173778.49,Transport,Arusha,Kinondoni,Mikocheni,Nyerere,-2.5146,32.9278,Yes,Comprehensive,Calderon Ltd,4050425.25
03ee4425-7e6f-4a28-ae80-645f13673c00,NBC Bank,BR422,Ubungo Branch,pension fund members,Medium,472450210.49,903768444.47,LN1650633,2022-08-25,2027-09-09,TZS,3559215.65,3970143.5,Monthly,Fixed,13.63,BUL,Mortgage,Farming,Expansion,Substandard,Mwanza,Kinondoni,Nyamagana,Maktaba,-6.1857,39.2246,Commercial real estate,2024-08-06,9147455.63,2606625.94,Transport,Arusha,Morogoro Urban,Makumbusho,Nyerere,-6.1294,37.6847,No,Climate Risk,"Ray, Carroll and Campbell",8221124.01
e7217a22-bbc8-49f2-9cfd-d4845ff3a1a6,NBC Bank,BR209,Nyamagana Branch,Related parties,Micro,745895612.78,999632509.3,LN2133028,2022-12-17,2027-03-30,TZS,32688446.71,4713007.29,Annual,Floating,13.98,BUL,Business,Retail,Expansion,Substandard,Arusha,Mbeya City,Sabasaba,Uhuru,-6.1438,36.5827,Gold,2024-01-04,3002583.32,3872522.05,Construction,Zanzibar Urban/West,Kinondoni,Mjini,Regeant,-6.8549,39.0843,Yes,Comprehensive,Rhodes-Bolton,1058674.99
dc9fca9f-698b-4c8a-b930-b74ea11cad0e,NBC Bank,BR387,Sokoine Branch,microfinance serviec providers,Micro,222641421.17,857963221.56,LN4259346,2023-06-07,2026-05-13,TZS,77925560.0,5846275.57,Weekly,Fixed,17.94,SLA,Mortgage,Farming,Working Capital,Substandard,Mbeya,Nyamagana,Mikocheni,Azikiwe,-3.4526,36.6643,Guarantee from Revolutionary Government of Zanzibar,2024-01-29,297323.0,6672846.26,Agriculture,Zanzibar Urban/West,Mbeya City,Makumbusho,Lumumba,-5.0315,39.2268,No,Fire & Theft,"Cunningham, Walker and Barnett",550097.88
88cf1021-58af-4508-8869-ca7ccb837b8e,NBC Bank,BR675,Ubungo Branch,Salaried,Medium,473076879.83,368976965.62,LN2915537,2022-11-03,2027-04-25,TZS,74732347.33,3127960.97,Weekly,Floating,6.43,SLA,Agricultural,Farming,Asset Purchase,Substandard,Mbeya,Mjini Magharibi,Ilala,Sam Nujoma,-6.8451,39.2471,Compulsory savings,2024-01-20,9410200.07,85099.13,Agriculture,Tanga,Morogoro Urban,Mjini,Maktaba,-8.9264,35.7813,Yes,Fire & Theft,Jones-Manning,5923272.21
e28d0d52-a825-45c0-9638-ff8f1add1f3a,NBC Bank,BR879,Arusha City Branch,Individual,Micro,578736784.14,73754965.91,LN3559303,2023-08-22,2027-05-24,TZS,74144615.44,4017483.89,Annual,Floating,13.35,FIA,Mortgage,Farming,Working Capital,Substandard,Mwanza,Morogoro Urban,Nyamagana,Nyerere,-5.0968,37.6494,MotorVehicle,2025-07-12,3764665.9,8866457.77,Construction,Dodoma,Mjini Magharibi,Kijitonyama,Nyerere,-6.8284,33.4987,No,Comprehensive,"Cohen, Grimes and Vincent",9689532.94
5c53fc0c-a5ff-458d-8c74-ffb9e0e040d0,NBC Bank,BR083,Kilosa Branch,Corporate,Large,891543501.45,771576461.29,LN0448663,2023-12-19,2028-06-26,TZS,11282322.09,922337.39,Weekly,Floating,19.92,FIA,Mortgage,Manufacturing,Asset Purchase,Doubtful,Morogoro,Ilala,Nyamagana,Lumumba,-3.4526,36.7039,Parastatals Guarantee,2023-07-19,4618586.42,6792855.38,Agriculture,Mbeya,Ubungo,Kijitonyama,Maktaba,-6.8451,39.0843,Yes,Comprehensive,Jones-Harris,7544081.18
a55888ac-fb4e-4890-9199-f9800aeee504,NBC Bank,BR535,Ubungo Branch,Related parties,Medium,938324338.62,147940133.98,LN1635324,2024-03-12,2026-09-04,TZS,23040928.34,2367935.55,Monthly,Fixed,6.29,SLA,Personal,Farming,Working Capital,Substandard,Mwanza,Tanga City,Ilala,Sokoine,-8.9045,39.2246,Commercial real estate,2025-07-29,5278475.49,4575237.25,Agriculture,Zanzibar Urban/West,Kinondoni,Kaloleni,Maktaba,-8.9264,35.8226,No,Comprehensive,Ibarra and Sons,1645922.41
0f50a54a-a6c2-46f2-881f-d95c3499a31b,NBC Bank,BR015,Tanga City Branch,Staff,Micro,708378073.77,680975253.96,LN8704597,2022-12-25,2026-03-09,TZS,50051814.65,1466718.23,Annual,Fixed,12.91,FIA,Personal,Farming,Working Capital,Substandard,Zanzibar Urban/West,Ubungo,Mjini,Nyerere,-6.8549,35.779,Guarantee from Local government units,2024-10-01,2908965.15,8746566.17,Construction,Mbeya,Nyamagana,Kaloleni,Maktaba,-5.0157,33.4987,Yes,Comprehensive,"Kelly, Hill and Santos",1912827.69
fae93c50-fc2b-4647-8ad2-76958fb14bb0,NBC Bank,BR834,Mbeya City Branch,Corporate,Micro,892591281.09,40328751.91,LN2675249,2024-08-08,2028-04-14,TZS,95788022.94,1525136.77,Monthly,Floating,18.17,FIA,Agricultural,Manufacturing,Expansion,Substandard,Tanga,Ilala,Kaloleni,Regeant,-6.7387,39.2916,Stocks,2025-07-09,5391025.22,7639472.46,Construction,Mwanza,Mbeya City,Makumbusho,Sam Nujoma,-6.8125,39.2049,Yes,Fire & Theft,"Mason, Walker and Morrison",3754437.86
bb3457c4-029f-4517-a991-e67306114f96,NBC Bank,BR863,Nyamagana Branch,Non-salaried,Medium,580565059.61,494620802.94,LN4938825,2022-10-20,2027-11-24,TZS,12746419.75,692186.31,Quarterly,Floating,6.73,Others,Personal,Retail,Expansion,Doubtful,Tanga,Nyamagana,Mjini,Uhuru,-5.0741,39.2315,Other mortgages eg chattels,2024-04-06,3006381.72,8456400.38,Agriculture,Dar es Salaam,Nyamagana,Mjini,Regeant,-6.8125,37.6932,Yes,Comprehensive,"Flowers, Miles and Gonzalez",1326407.81
ffe0fe1f-4b3e-4926-ace0-cbdba4f89d1d,NBC Bank,BR278,Kinondoni Branch,Corporate,Large,467513768.4,659413229.64,LN2399885,2023-12-03,2026-08-13,TZS,19060416.1,5065318.6,Weekly,Floating,17.38,SLA,Mortgage,Manufacturing,Working Capital,Standard,Arusha,Arusha City,Mikocheni,Sam Nujoma,-6.8284,35.7813,Parastatals Guarantee,2024-11-27,805511.52,7386140.74,Transport,Morogoro,Nyamagana,Kijitonyama,Regeant,-6.7944,36.5827,Yes,Climate Risk,Oneill PLC,3824416.03
75c41207-503b-4ce8-82f0-0b4ea81aa16e,NBC Bank,BR084,Kilosa Branch,Non-salaried,Micro,248607744.49,785816106.08,LN9290494,2022-09-29,2026-02-28,TZS,81433980.62,2251485.09,Annual,Fixed,15.88,SLA,Mortgage,Manufacturing,Working Capital,Substandard,Mbeya,Arusha City,Makumbusho,Uhuru,-6.7944,39.0983,Guarantee of Unconditional and irrevocable guarantee of a first class international bank or a first class international financial institution.,2023-01-02,6466497.96,294426.06,Agriculture,Morogoro,Tanga City,Nyamagana,Regeant,-5.0741,35.8226,No,Comprehensive,Lewis and Sons,9791300.84
504974d5-0ce8-447c-af82-cc5d9ebb9071,NBC Bank,BR245,Ilala Branch,pension fund members,Small,388154332.93,181865511.32,LN2112210,2023-10-03,2026-03-17,TZS,80297131.05,9138548.21,Annual,Floating,16.69,FIA,Personal,Manufacturing,Working Capital,Doubtful,Tanga,Nyamagana,Sabasaba,Maktaba,-6.8786,39.2174,Gold,2022-11-19,9614272.9,6115009.22,Construction,Mbeya,Arusha City,Mjini,Sam Nujoma,-6.8097,35.779,Yes,Fire & Theft,Gray Group,4116626.28
7a00d665-0ae9-46c5-afeb-9f8b841a728a,NBC Bank,BR145,Ubungo Branch,Individual,Large,742131830.95,413194716.07,LN4632241,2023-06-08,2027-04-12,TZS,67400034.67,1531848.14,Annual,Floating,7.86,Others,Mortgage,Manufacturing,Working Capital,Substandard,Dar es Salaam,Mjini Magharibi,Kaloleni,Sam Nujoma,-6.8786,37.6847,Guarantee from Revolutionary Government of Zanzibar,2025-05-08,2008291.27,1282059.91,Transport,Tanga,Nyamagana,Kaloleni,Azikiwe,-5.0968,36.6198,No,Comprehensive,Delgado Inc,5874420.52
