Customer Identification Number,Bank Name,Branch Code,Branch name,Client Type,Size of the business,Annual turn-over of the borrower,Balance sheet size of the borrower,Loan number,Disbursement Date,Maturity Date,Currency,TZS Disbursed Amount,TZS Outstanding Principal Amount,Frequency of repayment,Interest Rate Type,Annual Interest Rate,Loan authorization type,loan Type/ General Category,Loan Economic Activity,Purpose of the loan,Asset Classification Category,Location of invested loan (Region),Location of invested loan (District),Location of invested loan (Ward),Location of invested loan (Street),Invested Loan Geographical coordinates-Latitude,Invested Loan Geographical coordinates-Longitude,Collateral Pledged,Collateral Pledged Date,TZS Market value of the collateral,TZS Forced Sale Value of the collateral,Collateral Economic activity ,Collateral Region,Collateral District,Collateral Ward,Collateral Street,Collateral Geographical Coordinates-Latitude,Collateral Geographical Coordinates-Longitude,Insurance coverage of the collateral against climate risks ,Type of insurance policy,Name of insurance provider,Value of Collateral Protected
401c37cc-7034-4212-9ea8-e0316185e3b3,CRDB Bank,BR029,Tanga City Branch,Staff,Micro,225910716.33,152633263.98,LN3980088,2023-03-08,2026-06-02,TZS,60505821.7,5074499.83,Semi-Annual,Fixed,11.98,SLA,Personal,Retail,Working Capital,Substandard,Mtwara,Kinondoni,Makumbusho,Uhuru,-8.9398,39.2268,Unsecured,2022-11-17,8261323.62,159194.31,Construction,Kusini Pemba,Arusha City,Mjini,Uhuru,-6.1702,39.1262,Yes,Climate Risk,Gomez Ltd,4260738.69
776e93e1-2a02-41d8-921d-3593c129fe6c,CRDB Bank,BR306,Tanga City Branch,Individual,Large,688751893.6,329963264.64,LN9194606,2022-11-14,2025-11-14,TZS,43099570.11,4909564.16,Quarterly,Fixed,10.68,Others,Agricultural,Manufacturing,Expansion,Standard,Dodoma,Nyamagana,Kijitonyama,Uhuru,-6.2039,39.2315,Compulsory savings,2024-08-12,7524319.23,7065871.07,Transport,Rukwa,Ilala,Kijitonyama,Sokoine,-6.1947,39.2169,No,Comprehensive,"Gardner, Freeman and Bennett",625687.5
e15f0a74-17c8-4949-b99e-5bf0ba1f1e2d,CRDB Bank,BR456,Nyamagana Branch,Salaried,Micro,181765163.61,234056142.96,LN1067718,2023-10-21,2026-10-27,TZS,32724216.87,22970.73,Weekly,Floating,8.95,SLA,Business,Retail,Working Capital,Substandard,Mtwara,Morogoro Urban,Sabasaba,Sam Nujoma,-6.8451,39.2315,Gold,2025-06-15,8045898.19,3438626.72,Construction,Kaskazini Unguja,Morogoro Urban,Kijitonyama,Sam Nujoma,-3.4526,39.2246,Yes,Climate Risk,"Nelson, Mosley and Ayala",5850607.9
3569c41d-a89a-46a8-b0fe-f9db75d0b1a3,CRDB Bank,BR110,Nyamagana Branch,Individual,Large,723433999.86,56741476.36,LN1460694,2023-03-26,2028-07-06,TZS,51120949.77,2301319.18,Quarterly,Fixed,5.02,Others,Business,Farming,Working Capital,Substandard,Kusini Pemba,Arusha City,Mikocheni,Maktaba,-6.2044,33.4987,Guarantee of Unconditional and irrevocable guarantee of a first class international bank or a first class international financial institution.,2022-10-19,9468819.93,6729373.42,Agriculture,Mara,Tanga City,Mjini,Lumumba,-2.5223,35.7647,Yes,Comprehensive,"Martinez, Diaz and Farley",9770046.62
509aa4e6-9d7a-4fde-8999-d3164aa9ce13,CRDB Bank,BR869,Tanga City Branch,Salaried,Small,385296396.32,303674040.03,LN4873219,2024-04-20,2028-05-28,TZS,89753603.68,7248251.44,Weekly,Floating,5.64,Others,Mortgage,Farming,Expansion,Doubtful,Kaskazini Pemba,Ubungo,Ndugumbi,Sam Nujoma,-2.5223,35.7813,Guarantee from Local government units,2024-10-14,234665.12,6671515.77,Agriculture,Manyara,Mbeya City,Sabasaba,Sam Nujoma,-2.4915,39.2701,No,Climate Risk,Boyer-White,7243438.19
837825ff-7f7c-4794-8c13-11a434c4d7c1,CRDB Bank,BR201,Ilala Branch,Non-salaried,Micro,831866727.43,154319777.59,LN5554753,2023-12-20,2027-04-24,TZS,35204194.61,1666970.31,Quarterly,Fixed,8.84,FIA,Mortgage,Retail,Asset Purchase,Standard,Iringa,Morogoro Urban,Makumbusho,Azikiwe,-5.0582,37.6847,Unsecured,2022-09-28,2984503.45,2657814.68,Construction,Pwani,Mbeya City,Ndugumbi,Azikiwe,-2.5223,39.2701,No,Fire & Theft,Lee Ltd,481808.19
3834c5b9-7ca3-4466-b43e-8f48b88bb1f4,CRDB Bank,BR413,Arusha City Branch,Salaried,Large,350043571.28,78483239.5,LN2220714,2022-10-04,2026-10-12,TZS,48820980.54,8337646.14,Annual,Fixed,7.58,FIA,Personal,Manufacturing,Working Capital,Substandard,Lindi,Ilala,Makumbusho,Lumumba,-2.4698,37.6605,MotorVehicle,2025-05-13,3666558.95,8844141.27,Agriculture,Manyara,Ubungo,Makumbusho,Uhuru,-2.4821,39.2174,Yes,Comprehensive,Douglas-Herrera,7803253.33
93ea7046-bb5a-4b25-bbe6-f3ba14005309,CRDB Bank,BR712,Kinondoni Branch,Non-salaried,Medium,960169828.81,661946179.12,LN0179403,2023-11-11,2027-03-11,TZS,9118906.39,9138787.16,Monthly,Fixed,9.41,SLA,Personal,Manufacturing,Working Capital,Doubtful,Dodoma,Morogoro Urban,Ndugumbi,Sam Nujoma,-6.8549,39.2315,Compulsory savings,2025-04-17,2797497.28,3706216.15,Agriculture,Manyara,Kinondoni,Makumbusho,Maktaba,-5.0315,36.5827,Yes,Climate Risk,Gonzalez-Taylor,802964.53
563eab17-f9a6-4b01-8977-228b89ae36bb,CRDB Bank,BR053,Tanga City Branch,DC,Small,924640182.6,392755662.68,LN9365827,2024-08-02,2026-04-21,TZS,8468092.96,8037627.26,Annual,Floating,17.48,FIA,Agricultural,Farming,Asset Purchase,Substandard,Mtwara,Kinondoni,Nyamagana,Nyerere,-8.9398,32.8766,Guarantee of Unconditional and irrevocable guarantee of a first class international bank or a first class international financial institution.,2023-03-09,2807134.49,5714380.31,Agriculture,Mjini Magharibi,Morogoro Urban,Kijitonyama,Uhuru,-5.0741,39.2916,No,Comprehensive,Day-Hall,8314226.57
828b1e20-b750-4c2c-bb1b-53a9d3cff5af,CRDB Bank,BR908,Kilosa Branch,MC,Small,363207605.95,733631091.33,LN0754929,2024-05-17,2026-12-13,TZS,92942828.2,4789942.45,Quarterly,Fixed,16.23,FIA,Personal,Farming,Working Capital,Standard,Mwanza,Nyamagana,Ilala,Maktaba,-3.4526,32.9278,MotorVehicle,2025-01-06,3622955.63,5945677.14,Transport,Iringa,Ilala,Ilala,Sam Nujoma,-6.8284,37.6932,No,Climate Risk,"Dawson, Oliver and Beltran",5516788.18
b5c9a321-a79a-459e-8ba4-c45dca14f518,CRDB Bank,BR883,Ilala Branch,Corporate,Small,971184925.55,887667532.47,LN5179499,2023-09-25,2027-09-23,TZS,32637607.87,3867994.37,Quarterly,Fixed,15.09,BUL,Agricultural,Farming,Asset Purchase,Standard,Tanga,Arusha City,Nyamagana,Sokoine,-6.8786,33.4339,Deposits,2022-12-25,5696492.16,3886078.33,Construction,Mjini Magharibi,Nyamagana,Mikocheni,Nyerere,-5.0968,33.4742,Yes,Fire & Theft,"Lewis, Smith and Singleton",1579242.49
3d381498-0913-4c8b-b01a-0e62a08f997a,CRDB Bank,BR709,Kinondoni Branch,Salaried,Large,259035376.41,225094424.77,LN9194321,2022-10-21,2026-09-10,TZS,66947879.36,3711314.62,Weekly,Fixed,15.87,BUL,Personal,Manufacturing,Expansion,Standard,Kaskazini Unguja,Arusha City,Makumbusho,Maktaba,-3.4526,35.7813,MotorVehicle,2025-02-24,6021891.77,235001.97,Construction,Mtwara,Ilala,Kijitonyama,Regeant,-5.0741,39.2916,No,Fire & Theft,Lang-Miller,5048614.89
0f86ec6c-00eb-44d9-9666-95105b52db4b,CRDB Bank,BR395,Ubungo Branch,Individual,Micro,827088077.41,432515164.88,LN7623837,2024-05-10,2028-01-19,TZS,51514538.73,5541483.48,Annual,Floating,18.94,Others,Mortgage,Farming,Expansion,Substandard,Lindi,Arusha City,Ndugumbi,Uhuru,-6.7387,32.9624,Guarantee from Revolutionary Government of Zanzibar,2025-05-24,6633396.78,3746930.44,Agriculture,Kaskazini Unguja,Mjini Magharibi,Kaloleni,Uhuru,-8.9151,33.4631,Yes,Climate Risk,"Fuentes, Byrd and York",3463494.78
5c758216-f020-45f5-869f-c3e453135b9a,CRDB Bank,BR790,Tanga City Branch,pension fund members,Medium,8249514.88,952710672.13,LN9828366,2023-09-23,2028-07-03,TZS,21344119.22,6636208.5,Monthly,Floating,8.53,BUL,Agricultural,Manufacturing,Working Capital,Standard,Shinyanga,Ilala,Kijitonyama,Nyerere,-5.0968,37.6605,Debenture,2022-10-02,7539105.3,2573532.78,Agriculture,Shinyanga,Ubungo,Kaloleni,Nyerere,-6.8284,32.8766,Yes,Climate Risk,Anthony and Sons,3212732.58
db7b2a10-0530-448f-85ae-d2da17780d3a,CRDB Bank,BR453,Kinondoni Branch,Corporate,Medium,870244654.59,688915913.66,LN1787718,2023-05-30,2025-12-06,TZS,369238.63,1887227.87,Quarterly,Fixed,6.59,Others,Agricultural,Farming,Asset Purchase,Doubtful,Singida,Kinondoni,Ndugumbi,Sokoine,-2.5146,36.5827,Deposits,2024-12-22,5876106.77,8967762.37,Transport,Kusini Pemba,Mjini Magharibi,Nyamagana,Azikiwe,-6.1294,39.2169,No,Climate Risk,Thompson Group,2982754.33
dcc68cc8-e9b3-4d26-b7b1-d4bf4cc4f954,CRDB Bank,BR498,Tanga City Branch,MC,Medium,165617576.62,433195010.97,LN2320300,2023-12-06,2026-12-22,TZS,15221515.07,643336.83,Semi-Annual,Fixed,8.01,Others,Business,Farming,Asset Purchase,Doubtful,Pwani,Ilala,Mjini,Uhuru,-6.2044,39.0843,Compulsory savings,2025-02-20,6822254.08,3079750.05,Transport,Kilimanjaro,Tanga City,Ilala,Maktaba,-6.1702,39.2315,Yes,Comprehensive,"Lewis, Torres and Walker",2182409.7
7384157b-b41f-4429-8573-b4aa093f5076,CRDB Bank,BR289,Tanga City Branch,pension fund members,Large,653181949.43,20865130.72,LN5213757,2022-09-15,2028-06-20,TZS,46970080.53,5785210.38,Semi-Annual,Fixed,8.42,FIA,Business,Retail,Working Capital,Standard,Tanga,Nyamagana,Mikocheni,Lumumba,-6.1831,39.0843,Residential mortgage,2022-10-21,4936857.07,1230267.58,Construction,Katavi,Mbeya City,Kaloleni,Sokoine,-6.1438,39.2049,Yes,Fire & Theft,Gutierrez-Miller,8644246.89
d409041e-3634-4d87-b079-a53c7fb2e7b5,CRDB Bank,BR318,Ilala Branch,pension fund members,Micro,483382884.49,313351702.6,LN1818140,2024-03-17,2026-05-27,TZS,33771075.65,3640839.35,Semi-Annual,Fixed,15.4,FIA,Agricultural,Retail,Asset Purchase,Substandard,Mwanza,Arusha City,Makumbusho,Sokoine,-6.1702,32.8766,Government Securities,2023-03-14,6231744.48,1029267.97,Construction,Njombe,Kinondoni,Nyamagana,Uhuru,-6.8679,33.4528,Yes,Climate Risk,"Carpenter, Hatfield and Good",8095795.34
b304d922-578a-43d0-8faa-51566592caa8,CRDB Bank,BR968,Arusha City Branch,DC,Small,866717597.68,429667954.25,LN5653615,2024-02-01,2025-11-25,TZS,87753331.83,3705165.14,Annual,Fixed,8.73,FIA,Agricultural,Retail,Expansion,Standard,Simiyu,Arusha City,Ndugumbi,Lumumba,-3.3991,35.8102,Debenture,2023-11-30,2132744.24,5099600.69,Agriculture,Singida,Tanga City,Makumbusho,Sam Nujoma,-6.1294,37.6847,Yes,Comprehensive,Jones-Sutton,5934052.44
4cfdc88b-c560-4084-b792-614bd2cc18aa,CRDB Bank,BR411,Tanga City Branch,SME,Medium,23123413.76,70172523.67,LN2483252,2023-07-05,2026-05-27,TZS,60003809.43,4290987.31,Weekly,Floating,12.14,BUL,Agricultural,Retail,Asset Purchase,Doubtful,Dodoma,Mbeya City,Nyamagana,Azikiwe,-2.4698,39.1262,Deposits,2023-12-10,8190186.73,7810410.2,Agriculture,Simiyu,Arusha City,Makumbusho,Sam Nujoma,-6.1512,32.8981,Yes,Comprehensive,Wallace Inc,105870.19
6a3839d7-1171-4a7a-9e6c-27b61eef1daf,CRDB Bank,BR965,Tanga City Branch,Corporate,Medium,43210945.43,434402315.5,LN2231064,2024-07-20,2028-04-13,TZS,17889950.71,6361966.62,Annual,Floating,13.08,FIA,Agricultural,Manufacturing,Working Capital,Standard,Katavi,Morogoro Urban,Kijitonyama,Maktaba,-6.8182,32.8567,Parastatals Guarantee,2022-10-11,7226414.8,4453780.38,Transport,Mtwara,Kinondoni,Ndugumbi,Uhuru,-6.8125,36.6198,No,Fire & Theft,Alvarez Inc,4788797.69
e993c7a0-2731-4bf5-899f-ae40ca1a6468,CRDB Bank,BR874,Nyamagana Branch,pension fund members,Micro,523321516.18,966894593.78,LN8610775,2024-05-13,2026-05-09,TZS,71056149.63,1653326.72,Annual,Fixed,13.06,FIA,Mortgage,Manufacturing,Expansion,Standard,Pwani,Ubungo,Kijitonyama,Uhuru,-6.1438,39.2136,Commercial real estate,2024-11-15,9382068.15,2680949.17,Agriculture,Geita,Tanga City,Kaloleni,Sam Nujoma,-6.1438,35.8102,No,Fire & Theft,Osborne PLC,7653840.73
aca45479-7d56-442d-a80d-b5461bffd073,CRDB Bank,BR898,Tanga City Branch,Salaried,Medium,32956827.85,936500032.36,LN6103732,2024-01-08,2028-06-27,TZS,93367757.02,9125274.35,Monthly,Floating,11.55,FIA,Business,Retail,Working Capital,Doubtful,Shinyanga,Nyamagana,Nyamagana,Azikiwe,-8.9398,39.2315,agricultural land,2025-05-25,9568890.92,8618047.06,Agriculture,Katavi,Tanga City,Mjini,Sam Nujoma,-6.1702,32.9278,Yes,Climate Risk,Stout and Sons,1823289.59
3b25f41c-80c9-4946-9f6b-b1f9e8ee4d04,CRDB Bank,BR556,Sokoine Branch,SME,Large,529226596.18,813841378.14,LN2677313,2023-04-09,2025-09-10,TZS,19651904.54,7482349.49,Semi-Annual,Fixed,5.05,SLA,Business,Manufacturing,Working Capital,Substandard,Simiyu,Mjini Magharibi,Nyamagana,Regeant,-6.8451,39.2268,Guarantee from Revolutionary Government of Zanzibar,2024-04-09,3346042.29,7101476.94,Transport,Simiyu,Morogoro Urban,Kaloleni,Regeant,-6.8451,33.4742,Yes,Climate Risk,Dean-Montoya,5361832.97
cb19361f-68d9-464f-8910-64722b3e4ab4,CRDB Bank,BR142,Kinondoni Branch,Related parties,Micro,780787931.74,622654889.06,LN3029858,2023-03-01,2026-12-01,TZS,74683081.56,4684354.87,Annual,Floating,7.28,SLA,Business,Farming,Working Capital,Standard,Kaskazini Pemba,Morogoro Urban,Ndugumbi,Regeant,-3.5149,36.6428,Debenture,2025-03-21,8235977.17,8112842.49,Transport,Kaskazini Unguja,Morogoro Urban,Ilala,Regeant,-8.8873,39.2471,Yes,Fire & Theft,"Vance, Gray and Kent",5288512.8
fe3374cf-f6fa-4552-8a11-4a06cfec75e8,CRDB Bank,BR973,Kilosa Branch,SME,Small,785348897.8,567527347.43,LN5121652,2023-01-30,2026-04-30,TZS,81011057.81,2040719.96,Weekly,Floating,5.89,SLA,Mortgage,Manufacturing,Asset Purchase,Standard,Kaskazini Pemba,Ubungo,Makumbusho,Lumumba,-8.8873,37.6494,Residential mortgage,2023-01-22,867221.82,1061672.64,Transport,Arusha,Kinondoni,Kaloleni,Lumumba,-8.9045,36.6428,No,Fire & Theft,"Clark, Lopez and Khan",8957939.49
d9d7f86e-aed7-49a1-83d4-50142c70e3f7,CRDB Bank,BR416,Kilosa Branch,SME,Medium,600287422.27,561257638.33,LN2594995,2022-12-09,2026-10-14,TZS,93099778.03,5011568.65,Monthly,Fixed,12.15,BUL,Mortgage,Retail,Working Capital,Standard,Dar es salaam,Mbeya City,Mjini,Maktaba,-8.9045,36.6643,Terminal Benefits,2023-10-26,3042841.29,2495905.22,Transport,Kusini Pemba,Morogoro Urban,Nyamagana,Lumumba,-5.0968,32.9624,Yes,Fire & Theft,Sanchez Ltd,1660102.67
75d16c4f-4846-43df-8702-9e592dcefb9b,CRDB Bank,BR603,Arusha City Branch,Related parties,Large,765022053.41,945178080.96,LN9082373,2022-11-01,2026-10-01,TZS,87831701.71,9473928.82,Weekly,Fixed,7.56,FIA,Mortgage,Farming,Asset Purchase,Doubtful,Kilimanjaro,Arusha City,Ndugumbi,Sam Nujoma,-6.2044,35.8102,Deposits,2022-09-13,4583284.07,7931786.59,Construction,Simiyu,Mbeya City,Sabasaba,Uhuru,-8.9151,39.2701,Yes,Fire & Theft,Christensen Group,9503501.59
0f8b83e3-81eb-4dec-8bd4-178c93366805,CRDB Bank,BR436,Kinondoni Branch,Staff,Small,982076352.12,100636391.95,LN8407310,2022-09-10,2026-05-03,TZS,98011496.28,7052373.37,Quarterly,Floating,13.61,Others,Agricultural,Retail,Expansion,Standard,Arusha,Mjini Magharibi,Sabasaba,Nyerere,-3.4526,32.8567,Parastatals Guarantee,2023-10-19,2194385.36,2116643.35,Transport,Shinyanga,Kinondoni,Kijitonyama,Lumumba,-8.9045,39.2701,No,Comprehensive,Fields-Moore,7111113.41
af49bfcb-46fb-4178-9aa9-a1df8ef5debb,CRDB Bank,BR227,Nyamagana Branch,pension fund members,Large,772058340.56,371275847.84,LN3209129,2022-12-02,2026-05-12,TZS,1304583.22,6752126.6,Annual,Fixed,6.01,FIA,Mortgage,Manufacturing,Working Capital,Substandard,Morogoro,Kinondoni,Ilala,Maktaba,-6.1857,32.9624,Guarantee from Local government units,2023-06-25,7682541.46,3214330.87,Construction,Dodoma,Ubungo,Sabasaba,Azikiwe,-3.5149,39.2169,Yes,Fire & Theft,Richardson Group,3893225.51
6e02f38a-ee59-4ebc-aa4d-f234e2365d4a,CRDB Bank,BR317,Mbeya City Branch,microfinance serviec providers,Micro,897456701.14,195802914.56,LN1114474,2022-11-05,2027-08-05,TZS,96404768.08,4924026.17,Monthly,Floating,18.02,FIA,Mortgage,Retail,Asset Purchase,Substandard,Rukwa,Arusha City,Mikocheni,Sokoine,-5.0582,37.6358,MotorVehicle,2022-12-01,2050473.05,3468699.56,Agriculture,Pwani,Mbeya City,Sabasaba,Nyerere,-6.1831,35.779,No,Fire & Theft,Ford Group,2548853.69
bfaed6ff-c979-4c6e-8efe-33e592fda418,CRDB Bank,BR114,Kinondoni Branch,pension fund members,Medium,345785572.05,415712893.92,LN2630823,2024-06-16,2026-01-15,TZS,61238026.42,586818.03,Weekly,Fixed,9.94,Others,Personal,Farming,Expansion,Standard,Dar es salaam,Arusha City,Ilala,Lumumba,-6.8125,35.779,MotorVehicle,2024-01-05,8721255.8,459203.12,Construction,Singida,Morogoro Urban,Kijitonyama,Sam Nujoma,-5.0582,36.6198,No,Comprehensive,Medina-Hudson,9140385.16
9726dc8c-7ba4-4e2d-91dd-24706448f65a,CRDB Bank,BR475,Ilala Branch,DC,Medium,476717750.63,225366547.7,LN0411908,2023-09-16,2027-02-18,TZS,47144303.56,2381066.91,Quarterly,Fixed,8.2,Others,Mortgage,Manufacturing,Working Capital,Substandard,Ruvuma,Arusha City,Mikocheni,Nyerere,-5.0741,33.4339,Commercial real estate,2025-07-28,2056632.91,8256090.9,Agriculture,Kaskazini Pemba,Mjini Magharibi,Kaloleni,Maktaba,-8.9045,33.4631,No,Fire & Theft,"Gray, Flores and Pearson",3353754.02
1729d1c4-b62e-4895-beee-5c3ea5e412b5,CRDB Bank,BR960,Tanga City Branch,Individual,Micro,391336188.88,441941143.68,LN8580661,2023-11-11,2028-08-09,TZS,46387651.03,5229732.24,Weekly,Floating,10.79,Others,Mortgage,Manufacturing,Asset Purchase,Standard,Manyara,Tanga City,Ndugumbi,Azikiwe,-6.1438,36.6198,Guarantee of Unconditional and irrevocable guarantee of a first class international bank or a first class international financial institution.,2024-09-22,9847579.98,6375887.72,Agriculture,Geita,Nyamagana,Nyamagana,Nyerere,-6.8284,39.2701,No,Fire & Theft,House-Santana,6944149.35
8c1e01c2-c312-4958-8ed2-38cfb48070d4,CRDB Bank,BR644,Tanga City Branch,pension fund members,Large,14938303.32,241390702.73,LN1021305,2024-06-06,2026-12-19,TZS,13782248.7,4925240.67,Semi-Annual,Fixed,12.93,FIA,Personal,Farming,Working Capital,Standard,Ruvuma,Tanga City,Kaloleni,Sokoine,-2.5146,39.2174,Debenture,2022-12-07,5435341.98,6771016.72,Construction,Arusha,Arusha City,Kaloleni,Lumumba,-2.5223,37.6932,No,Climate Risk,Taylor Inc,978182.49
cc284991-d526-4b38-b640-c81f373a8423,CRDB Bank,BR652,Nyamagana Branch,Related parties,Micro,362453649.53,248499016.76,LN6072444,2024-07-12,2027-03-30,TZS,8505802.12,6669198.23,Quarterly,Fixed,14.57,Others,Business,Retail,Expansion,Substandard,Geita,Kinondoni,Mjini,Sokoine,-3.5149,39.2268,Unsecured,2025-01-21,4278457.41,4592322.01,Transport,Shinyanga,Arusha City,Mjini,Sam Nujoma,-6.8097,37.6494,Yes,Climate Risk,Kirk Group,9090489.93
