Customer Identification Number,Bank Name,Branch Code,Branch name,Client Type,Size of the business,Annual turn-over of the borrower,Balance sheet size of the borrower,Loan number,Disbursement Date,Maturity Date,Currency,TZS Disbursed Amount,TZS Outstanding Principal Amount,Frequency of repayment,Interest Rate Type,Annual Interest Rate,Loan authorization type,loan Type/ General Category,Loan Economic Activity,Purpose of the loan,Asset Classification Category,Location of invested loan (Region),Location of invested loan (District),Location of invested loan (Ward),Location of invested loan (Street),Invested Loan Geographical coordinates-Latitude,Invested Loan Geographical coordinates-Longitude,Collateral Pledged,Collateral Pledged Date,TZS Market value of the collateral,TZS Forced Sale Value of the collateral,Collateral Economic activity ,Collateral Region,Collateral District,Collateral Ward,Collateral Street,Collateral Geographical Coordinates-Latitude,Collateral Geographical Coordinates-Longitude,Insurance coverage of the collateral against climate risks ,Type of insurance policy,Name of insurance provider,Value of Collateral Protected
e5a6337e-f1f5-437d-bc32-7d535955b261,NMB Bank,BR010,Nyamagana Branch,Staff,Large,338683743.42,496496935.64,LN9808860,2023-11-04,2026-10-12,TZS,14544895.35,7427530.35,Weekly,Fixed,15.7,Others,Personal,Manufacturing,Expansion,Standard,Dodoma,Tanga City,Kaloleni,Lumumba,-6.8182,32.8567,Debenture,2024-05-25,7139144.03,3868543.93,Transport,Zanzibar Urban/West,Ilala,Ilala,Nyerere,-6.8549,36.6428,Yes,Comprehensive,Gomez-Harrison,4673007.64
9639bcf6-4440-42d9-8f4d-d5b46a9332c9,NMB Bank,BR864,Mbeya City Branch,Corporate,Medium,629207004.97,896432194.27,LN3071007,2022-08-30,2027-10-23,TZS,40137339.96,3457764.83,Quarterly,Fixed,14.68,SLA,Business,Manufacturing,Working Capital,Substandard,Dodoma,Tanga City,Sabasaba,Sam Nujoma,-3.3382,36.5827,Deposits,2025-05-23,4292747.36,7446380.35,Agriculture,Morogoro,Mjini Magharibi,Kijitonyama,Sam Nujoma,-8.8873,39.2701,Yes,Fire & Theft,Smith Inc,3779573.22
02f7fb6f-b86e-4ee7-ba58-fb9bb4b9deea,NMB Bank,BR949,Arusha City Branch,microfinance serviec providers,Medium,884340217.61,76365585.15,LN7492129,2023-09-12,2028-02-01,TZS,97280397.77,6830821.41,Weekly,Floating,17.74,BUL,Agricultural,Retail,Working Capital,Doubtful,Morogoro,Tanga City,Ilala,Azikiwe,-3.3991,39.2049,Government Securities,2024-10-20,3333934.39,1848957.94,Agriculture,Tanga,Arusha City,Sabasaba,Sokoine,-6.8679,37.6358,Yes,Comprehensive,"Patterson, Miller and Davis",4948488.57
8394705c-a475-40f2-9fa9-673fb753782e,NMB Bank,BR917,Tanga City Branch,DC,Small,731566739.38,306227480.6,LN8010708,2023-11-16,2027-03-16,TZS,7760650.62,3250481.91,Monthly,Fixed,7.4,BUL,Business,Manufacturing,Asset Purchase,Doubtful,Dar es Salaam,Kinondoni,Kijitonyama,Nyerere,-6.2039,35.7813,Residential mortgage,2023-10-06,9627581.33,4162273.63,Transport,Arusha,Ubungo,Nyamagana,Maktaba,-6.2039,39.2701,No,Fire & Theft,"Foster, Black and Atkinson",6563441.42
6ca7f070-7aef-4f30-8cd8-50cd717fc633,NMB Bank,BR948,Kilosa Branch,Salaried,Micro,782204194.23,558640979.78,LN6783323,2023-08-02,2027-07-20,TZS,24543349.06,2755390.35,Annual,Fixed,19.5,BUL,Agricultural,Farming,Expansion,Doubtful,Mbeya,Ubungo,Kijitonyama,Sam Nujoma,-6.7944,39.2246,Terminal Benefits,2023-10-01,1857749.92,4250279.51,Agriculture,Zanzibar Urban/West,Tanga City,Ndugumbi,Azikiwe,-2.5146,33.4631,No,Comprehensive,Gilbert-Powell,9444968.32
782264c0-f911-4f4f-a1c3-088f24b4400c,NMB Bank,BR078,Ubungo Branch,Staff,Medium,106992804.47,787990428.82,LN8701473,2024-03-07,2028-08-19,TZS,78332144.02,9184493.79,Monthly,Floating,18.84,SLA,Mortgage,Manufacturing,Expansion,Substandard,Zanzibar Urban/West,Mbeya City,Ilala,Uhuru,-2.4821,39.1262,Parastatals Guarantee,2023-02-21,7641714.51,7409094.55,Construction,Mwanza,Ilala,Ilala,Sam Nujoma,-6.1831,32.8567,Yes,Comprehensive,Martinez Group,220847.65
7e700151-0e4a-4796-874f-83d4bcf0ab72,NMB Bank,BR957,Ubungo Branch,DC,Small,99100466.85,143255787.02,LN6911215,2024-06-28,2027-09-20,TZS,72376543.09,2120228.22,Semi-Annual,Floating,13.32,BUL,Mortgage,Retail,Expansion,Substandard,Tanga,Ubungo,Mikocheni,Maktaba,-8.9151,36.6428,Other mortgages eg chattels,2024-02-01,8365904.24,4404202.15,Agriculture,Dodoma,Ubungo,Kijitonyama,Regeant,-5.0741,37.6932,Yes,Comprehensive,Callahan-Padilla,3607620.67
c92522da-4abf-419f-9f4f-c8ccfc98b211,NMB Bank,BR928,Nyamagana Branch,Related parties,Large,429513799.11,183509691.45,LN4773405,2024-06-11,2026-05-29,TZS,72969177.12,3371190.42,Monthly,Fixed,14.68,BUL,Mortgage,Retail,Working Capital,Standard,Mbeya,Kinondoni,Kijitonyama,Uhuru,-6.1438,39.2169,agricultural land,2023-07-17,3019426.06,759684.81,Agriculture,Mbeya,Morogoro Urban,Kaloleni,Sam Nujoma,-5.0741,39.2169,Yes,Climate Risk,"Dorsey, Ho and Martin",5861855.81
96baaf14-3bbd-4177-ac29-00098cc52e25,NMB Bank,BR813,Mbeya City Branch,DC,Medium,818621326.72,636150733.58,LN1975864,2022-11-24,2026-01-13,TZS,94745413.55,137782.67,Annual,Fixed,9.42,FIA,Personal,Manufacturing,Working Capital,Doubtful,Dar es Salaam,Kinondoni,Nyamagana,Azikiwe,-5.0315,32.8567,Guarantee from Revolutionary Government of Zanzibar,2024-12-23,7985596.46,3337212.99,Agriculture,Dodoma,Ilala,Mikocheni,Lumumba,-6.1947,35.8226,No,Comprehensive,Lynch-Cooper,4025088.85
f7985ee7-775a-44e1-bf82-756a2fac3e54,NMB Bank,BR029,Nyamagana Branch,Staff,Micro,118531696.86,791055773.29,LN6065708,2023-05-12,2026-12-04,TZS,3630894.18,301108.35,Annual,Floating,15.97,Others,Business,Farming,Expansion,Substandard,Dar es Salaam,Ubungo,Nyamagana,Azikiwe,-3.3382,39.1107,Debenture,2023-12-08,3635332.32,7765675.96,Agriculture,Dar es Salaam,Mjini Magharibi,Ndugumbi,Regeant,-8.9045,32.8981,Yes,Comprehensive,"Anderson, Wells and Thompson",6240620.8
5a595ec7-9d25-4a28-9f39-f04e11522428,NMB Bank,BR926,Tanga City Branch,MC,Large,382788315.05,911307455.08,LN7766997,2023-08-07,2026-12-26,TZS,78664338.63,6379458.27,Annual,Floating,19.62,FIA,Agricultural,Farming,Asset Purchase,Substandard,Mwanza,Ubungo,Nyamagana,Lumumba,-6.1294,36.6643,Debenture,2022-12-14,1541924.15,2896277.96,Construction,Mbeya,Mjini Magharibi,Nyamagana,Maktaba,-6.8679,35.779,No,Fire & Theft,Johnson-Edwards,4572625.88
f6017198-53f3-42d8-8c10-26690b7d6ebd,NMB Bank,BR962,Arusha City Branch,MC,Medium,943054303.46,826153202.39,LN9001037,2024-01-10,2026-09-15,TZS,61044270.52,8827284.33,Semi-Annual,Fixed,18.13,FIA,Personal,Retail,Asset Purchase,Standard,Mbeya,Ubungo,Nyamagana,Sam Nujoma,-8.9045,39.0715,Deposits,2023-07-20,5347756.58,5690273.43,Construction,Morogoro,Arusha City,Nyamagana,Nyerere,-6.2039,35.7647,No,Fire & Theft,Adams-Garcia,3147123.68
c525585a-1a0e-4df8-ad22-518647e8f1f1,NMB Bank,BR530,Arusha City Branch,microfinance serviec providers,Small,459313672.81,361711935.31,LN4926794,2024-02-01,2027-04-10,TZS,54733601.29,514270.84,Weekly,Floating,17.97,FIA,Personal,Farming,Expansion,Substandard,Arusha,Kinondoni,Makumbusho,Nyerere,-6.8549,39.2136,Deposits,2025-03-11,2920389.61,3638432.64,Construction,Zanzibar Urban/West,Tanga City,Mikocheni,Sokoine,-6.8786,35.8102,Yes,Climate Risk,Alvarez LLC,2224377.03
618d2671-3972-420f-9b3f-3b78b5483673,NMB Bank,BR737,Ilala Branch,Salaried,Large,160009696.42,702884685.43,LN8602458,2023-11-09,2028-02-05,TZS,45069087.32,476143.5,Monthly,Floating,9.72,SLA,Agricultural,Retail,Expansion,Standard,Dodoma,Mjini Magharibi,Makumbusho,Maktaba,-5.0582,32.9278,Commercial real estate,2023-08-29,7495971.32,8373766.44,Construction,Dodoma,Nyamagana,Mikocheni,Sam Nujoma,-6.1294,37.6605,No,Fire & Theft,"Nielsen, Logan and Lawrence",3467658.21
a8e84052-8d6c-492a-8625-ba5543d3d8de,NMB Bank,BR422,Sokoine Branch,Related parties,Medium,943243966.86,863631729.35,LN3204434,2022-09-26,2025-12-06,TZS,27132108.63,7429775.52,Annual,Fixed,14.85,SLA,Business,Retail,Expansion,Substandard,Arusha,Mjini Magharibi,Sabasaba,Lumumba,-6.2039,37.6932,Cash,2023-06-13,5648402.09,3485133.1,Construction,Zanzibar Urban/West,Kinondoni,Sabasaba,Maktaba,-6.1578,35.8102,No,Comprehensive,Whitney-Salas,2071620.78
b09385e5-057b-4b30-98cc-cc65c7f25dab,NMB Bank,BR730,Arusha City Branch,Salaried,Large,227105408.25,714409851.5,LN4030531,2024-07-26,2027-03-19,TZS,737987.1,7832041.16,Monthly,Floating,13.84,Others,Business,Manufacturing,Asset Purchase,Standard,Zanzibar Urban/West,Tanga City,Mikocheni,Nyerere,-3.3991,35.779,MotorVehicle,2023-09-08,5361709.4,254631.04,Transport,Morogoro,Kinondoni,Kijitonyama,Azikiwe,-6.7387,33.4631,Yes,Climate Risk,Ross PLC,6233084.72
fbe4a2f8-49f7-41f1-9578-ef52b8966072,NMB Bank,BR482,Ubungo Branch,Individual,Large,68509539.28,555118256.82,LN9596991,2024-03-28,2027-01-03,TZS,33332261.86,1893169.44,Monthly,Floating,8.31,FIA,Personal,Retail,Working Capital,Substandard,Dar es Salaam,Ubungo,Sabasaba,Sokoine,-6.7944,39.1262,Parastatals Guarantee,2024-09-14,614015.96,8205783.82,Construction,Mbeya,Mjini Magharibi,Ilala,Sokoine,-6.1294,39.2246,Yes,Fire & Theft,Christensen PLC,8100057.78
0b9c88a5-2ce7-4f6c-beb2-ad0e4996e1ef,NMB Bank,BR852,Ilala Branch,Salaried,Large,580473581.6,48932252.04,LN5107492,2024-03-09,2028-06-27,TZS,75497520.41,770053.61,Quarterly,Fixed,10.06,FIA,Personal,Manufacturing,Expansion,Standard,Mwanza,Morogoro Urban,Nyamagana,Maktaba,-3.4173,32.8567,Terminal Benefits,2023-05-14,6153712.97,4217294.66,Transport,Tanga,Ubungo,Ilala,Nyerere,-8.9264,37.6605,No,Climate Risk,"Mahoney, Armstrong and Carney",1112372.04
ecc6bf3e-6dc5-4858-9afc-aad2e6b2c5d8,NMB Bank,BR039,Sokoine Branch,pension fund members,Small,381180936.94,466569445.42,LN8546686,2024-08-07,2028-08-11,TZS,33731185.38,1532689.27,Weekly,Floating,15.54,SLA,Business,Farming,Asset Purchase,Doubtful,Tanga,Arusha City,Nyamagana,Maktaba,-8.9151,39.2701,Terminal Benefits,2023-01-12,7269680.21,8512607.39,Construction,Dar es Salaam,Kinondoni,Nyamagana,Nyerere,-6.8182,36.7039,Yes,Comprehensive,Daniels Ltd,6071946.51
0e0fc169-cab6-48da-8eb2-b6beb288d5ca,NMB Bank,BR405,Tanga City Branch,Non-salaried,Large,596179920.68,608672212.12,LN3552274,2022-09-21,2028-04-02,TZS,53107433.54,7570132.84,Quarterly,Fixed,12.58,Others,Business,Manufacturing,Expansion,Standard,Morogoro,Ubungo,Makumbusho,Maktaba,-3.4173,37.6358,Compulsory savings,2025-04-11,6649722.77,2744597.43,Transport,Mbeya,Kinondoni,Mjini,Nyerere,-8.9264,35.8102,No,Climate Risk,Combs-Green,4037420.51
7a34217c-d9ed-408c-b8ab-1bfc4967937a,NMB Bank,BR110,Sokoine Branch,Non-salaried,Medium,673609156.54,608057801.29,LN4391740,2024-02-27,2026-09-11,TZS,34816157.82,768522.52,Semi-Annual,Fixed,8.92,Others,Agricultural,Farming,Asset Purchase,Doubtful,Dar es Salaam,Arusha City,Kaloleni,Uhuru,-6.8451,39.2246,Equipment,2025-01-11,9939881.43,3757137.38,Construction,Zanzibar Urban/West,Ilala,Kaloleni,Lumumba,-8.9151,36.6428,Yes,Climate Risk,Williams LLC,444313.03
7a5af9b9-9d93-481e-9b81-47e31badd7cd,NMB Bank,BR809,Nyamagana Branch,Individual,Micro,670472257.91,367837306.65,LN9906062,2022-09-21,2027-10-25,TZS,79860483.25,8720381.63,Weekly,Fixed,11.86,FIA,Personal,Manufacturing,Expansion,Doubtful,Mbeya,Ilala,Sabasaba,Sokoine,-5.0582,32.8766,Unsecured,2022-09-17,3477103.21,3493371.83,Construction,Dodoma,Mjini Magharibi,Kaloleni,Regeant,-3.3991,35.8102,No,Comprehensive,"Castaneda, Alvarado and Daugherty",4022413.63
ce3ce73d-54ec-47c5-9d84-d3f28a184dfd,NMB Bank,BR424,Ubungo Branch,SME,Micro,615525369.79,751706960.16,LN6079772,2023-12-06,2027-10-21,TZS,22387373.1,5744235.48,Quarterly,Floating,11.98,FIA,Business,Manufacturing,Asset Purchase,Doubtful,Tanga,Mbeya City,Ndugumbi,Maktaba,-2.4915,32.9278,Commercial real estate,2023-05-12,1147828.02,6689052.77,Transport,Mwanza,Ilala,Nyamagana,Uhuru,-5.0582,36.6428,No,Fire & Theft,Miller Group,3058626.12
3ca958d4-5978-4632-bee3-830397886138,NMB Bank,BR053,Kilosa Branch,Non-salaried,Medium,723659083.82,301718681.54,LN4714377,2024-08-15,2026-07-14,TZS,25188116.55,9157069.2,Monthly,Floating,17.31,BUL,Business,Retail,Working Capital,Substandard,Morogoro,Ilala,Ndugumbi,Sokoine,-8.9398,39.2049,MotorVehicle,2023-12-01,5936982.63,6790020.75,Transport,Mwanza,Kinondoni,Mikocheni,Regeant,-6.8284,35.7813,Yes,Climate Risk,Bartlett Group,9368906.15
bf471c9f-e2be-4669-ab20-207d0e8bb44a,NMB Bank,BR743,Kilosa Branch,MC,Micro,734828870.48,759754305.08,LN3534999,2023-12-21,2028-02-02,TZS,22584264.68,6797576.16,Monthly,Fixed,14.86,BUL,Business,Retail,Expansion,Substandard,Dar es Salaam,Mbeya City,Mikocheni,Regeant,-3.4173,37.6358,Commercial real estate,2024-08-29,3742619.31,8746252.97,Construction,Mbeya,Ubungo,Mjini,Azikiwe,-6.1702,39.2169,No,Comprehensive,Sanchez LLC,9572190.76
52ac2557-498c-407a-9173-f90e933a3a84,NMB Bank,BR160,Ubungo Branch,SME,Micro,411953148.48,764868093.47,LN9979013,2023-08-10,2028-07-01,TZS,41754925.79,4516194.81,Weekly,Floating,17.44,FIA,Agricultural,Retail,Expansion,Substandard,Morogoro,Mbeya City,Makumbusho,Azikiwe,-6.8549,35.779,Guarantee from Revolutionary Government of Zanzibar,2022-12-29,1711739.68,1688316.15,Transport,Arusha,Mbeya City,Mjini,Nyerere,-3.5149,37.6847,No,Climate Risk,Gray-Gilbert,8502427.18
6fff505a-3179-4619-8b4e-603ed4890c0f,NMB Bank,BR167,Ubungo Branch,Corporate,Large,31149493.83,923413509.94,LN2702361,2023-01-06,2026-10-23,TZS,27804780.69,1413107.28,Monthly,Floating,6.46,SLA,Mortgage,Manufacturing,Working Capital,Standard,Tanga,Ubungo,Kaloleni,Nyerere,-8.9045,37.6605,Parastatals Guarantee,2023-01-27,4277998.39,6307601.09,Construction,Mbeya,Tanga City,Makumbusho,Lumumba,-8.9151,35.7813,Yes,Climate Risk,"Peters, Davis and Parks",6283135.51
0f696c04-ecda-46b9-a25a-4e78102f4ae6,NMB Bank,BR737,Tanga City Branch,DC,Large,815110346.02,498018935.32,LN0508284,2024-01-16,2027-09-09,TZS,29720223.36,6251789.94,Quarterly,Fixed,10.48,BUL,Business,Retail,Working Capital,Substandard,Tanga,Ubungo,Makumbusho,Lumumba,-2.4821,36.7039,Guarantee from Local government units,2024-07-12,841913.24,6848486.34,Agriculture,Zanzibar Urban/West,Mjini Magharibi,Ilala,Maktaba,-2.5223,37.6605,No,Climate Risk,Lynch-Becker,7523902.17
af8bf80f-dfa1-405c-b07f-993c296a2788,NMB Bank,BR071,Kinondoni Branch,Non-salaried,Medium,965354005.18,229508641.96,LN1223411,2023-02-11,2028-04-17,TZS,65098224.03,3727393.84,Monthly,Floating,5.01,SLA,Business,Retail,Asset Purchase,Standard,Mbeya,Ubungo,Kaloleni,Sam Nujoma,-6.8284,39.2246,Guarantee from Revolutionary Government of Zanzibar,2023-02-16,5274531.43,2631907.59,Transport,Morogoro,Morogoro Urban,Makumbusho,Lumumba,-6.8786,39.2174,Yes,Fire & Theft,"Carroll, Kent and Wallace",1272744.43
52431ad9-fe84-4ebe-95dc-1606643745d1,NMB Bank,BR763,Nyamagana Branch,Non-salaried,Micro,802933918.95,892777712.0,LN2924793,2023-04-05,2027-12-20,TZS,64634856.89,5518590.91,Monthly,Fixed,6.53,SLA,Business,Farming,Working Capital,Doubtful,Mbeya,Nyamagana,Nyamagana,Sokoine,-6.1294,39.2315,Residential mortgage,2025-08-13,895542.98,3461808.57,Agriculture,Arusha,Mbeya City,Kaloleni,Azikiwe,-6.1702,33.4339,No,Comprehensive,Flores and Sons,4846111.92
a658e61b-2f24-4d6a-bcc6-ded2ae76a25b,NMB Bank,BR464,Kinondoni Branch,Staff,Medium,956900356.32,711039403.99,LN2612269,2024-02-28,2026-08-11,TZS,93645984.89,1824658.86,Semi-Annual,Fixed,10.1,BUL,Personal,Retail,Asset Purchase,Doubtful,Arusha,Tanga City,Kaloleni,Lumumba,-2.4821,39.0715,Residential mortgage,2025-02-16,5631217.74,3294852.42,Construction,Mbeya,Kinondoni,Ndugumbi,Maktaba,-2.4821,39.2246,Yes,Fire & Theft,Pruitt-Griffith,6004591.91
566d2cdd-1129-40b3-baac-96f286fc1e8f,NMB Bank,BR127,Kilosa Branch,Individual,Large,724684099.6,472373582.09,LN4073815,2024-03-26,2025-12-26,TZS,58545395.88,308122.61,Monthly,Floating,9.09,FIA,Mortgage,Retail,Asset Purchase,Substandard,Arusha,Mjini Magharibi,Nyamagana,Regeant,-8.8873,33.4528,Government Securities,2023-03-20,3490009.49,3539085.34,Construction,Arusha,Mjini Magharibi,Ndugumbi,Maktaba,-6.1702,39.2701,No,Climate Risk,Christian-Jensen,6680581.37
5a6f7f73-69f9-4c50-a36f-9e0f9f75138f,NMB Bank,BR282,Mbeya City Branch,Staff,Medium,932563393.8,992451478.87,LN8080510,2022-08-30,2027-05-31,TZS,10058734.49,5712353.4,Semi-Annual,Floating,7.67,Others,Personal,Manufacturing,Expansion,Substandard,Mbeya,Arusha City,Kijitonyama,Nyerere,-6.8786,33.4339,Other mortgages eg chattels,2024-03-27,3029483.4,7192166.22,Transport,Mbeya,Morogoro Urban,Nyamagana,Azikiwe,-6.8097,37.6932,Yes,Fire & Theft,Ortiz-Christensen,5689850.72
dc980945-5e1f-4903-9969-94eb512ffcea,NMB Bank,BR078,Nyamagana Branch,pension fund members,Large,873751472.38,585401646.48,LN0530014,2024-03-25,2027-12-28,TZS,71149996.92,3781753.66,Monthly,Floating,13.65,FIA,Personal,Manufacturing,Expansion,Standard,Arusha,Tanga City,Sabasaba,Maktaba,-6.8125,32.9278,Residential mortgage,2022-11-11,7269986.49,8279723.62,Agriculture,Tanga,Mbeya City,Mikocheni,Uhuru,-6.1702,37.6847,No,Fire & Theft,"Graham, Fuller and Fitzpatrick",8613995.88
9a7311e6-fbf9-4c44-8dbe-5380258b0c1d,NMB Bank,BR400,Mbeya City Branch,SME,Micro,877237285.01,725761197.3,LN4068050,2023-09-20,2027-09-12,TZS,69152410.77,4253575.22,Monthly,Floating,10.1,Others,Mortgage,Manufacturing,Asset Purchase,Standard,Tanga,Tanga City,Ilala,Nyerere,-5.0315,39.2246,Stocks,2023-04-19,5401551.33,6245013.19,Agriculture,Arusha,Nyamagana,Nyamagana,Regeant,-2.4698,39.0983,No,Climate Risk,Arnold-Pratt,1318743.16
