Customer Identification Number,Bank Name,Branch Code,Branch name,Client Type,Size of the business,Annual turn-over of the borrower,Balance sheet size of the borrower,Loan number,Disbursement Date,Maturity Date,Currency,TZS Disbursed Amount,TZS Outstanding Principal Amount,Frequency of repayment,Interest Rate Type,Annual Interest Rate,Loan authorization type,loan Type/ General Category,Loan Economic Activity,Purpose of the loan,Asset Classification Category,Location of invested loan (Region),Location of invested loan (District),Location of invested loan (Ward),Location of invested loan (Street),Invested Loan Geographical coordinates-Latitude,Invested Loan Geographical coordinates-Longitude,Collateral Pledged,Collateral Pledged Date,TZS Market value of the collateral,TZS Forced Sale Value of the collateral,Collateral Economic activity ,Collateral Region,Collateral District,Collateral Ward,Collateral Street,Collateral Geographical Coordinates-Latitude,Collateral Geographical Coordinates-Longitude,Insurance coverage of the collateral against climate risks ,Type of insurance policy,Name of insurance provider,Value of Collateral Protected
831c6af4-2b0c-4ac5-a4da-294567c4942d,NMB Bank,BR811,Mbeya City Branch,Non-salaried,Small,350246572.77,976338108.65,LN6523645,2024-06-17,2021-02-07,TZS,18453368.87,4025358.52,Monthly,Floating,19.69,Others,Personal,Farming,Expansion,Doubtful,Kusini Pemba,Ilala,Ndugumbi,Uhuru,-6.1857,39.0983,Government Securities,2025-06-01,3518974.81,4705506.76,Transport,Manyara,Mbeya City,Sabasaba,Regeant,-6.1578,32.8981,Yes,Fire & Theft,Lee-Sullivan,8053662.11
9dd34ee4-209b-4f6f-b5cb-1c9457b2479e,NMB Bank,BR489,Ilala Branch,Staff,Small,621569832.52,213054033.92,LN4632821,2022-10-15,2026-03-31,TZS,-9576157.04,4966832.02,Annual,Fixed,11.07,Others,Business,Manufacturing,Asset Purchase,Substandard,Mjini Magharibi,Ubungo,Kijitonyama,Nyerere,-6.8549,33.4631,Other mortgages eg chattels,2023-03-21,4575418.77,2699363.03,Transport,Mara,Ilala,Mikocheni,Uhuru,-6.8451,36.7039,Yes,Climate Risk,"Todd, Peterson and Tate",667723.73
ebbfe4cd-6750-4d1f-b55d-fe00cd8bd290,NMB Bank,BR625,Kinondoni Branch,Staff,Large,738668268.69,52037467.45,LN0029386,2023-09-15,2021-07-11,TZS,77210957.69,8832032.96,Weekly,Floating,16.0,SLA,Agricultural,Farming,Working Capital,Standard,Rukwa,Kinondoni,Kaloleni,Lumumba,-6.1831,35.8102,Compulsory savings,2023-02-16,7291110.73,1503898.2,Transport,Rukwa,Kinondoni,Ndugumbi,Regeant,-8.9398,35.7647,Yes,Comprehensive,Austin-Oliver,1702822.97
d0bd2717-f2f5-48c0-9462-58b385c78e17,NMB Bank,BR197,Kinondoni Branch,Corporate,Large,79926692.12,75344680.11,LN8699928,2023-03-08,2027-08-23,TZS,-1619756.45,4199020.1,Annual,Floating,14.34,SLA,Mortgage,Manufacturing,Expansion,Substandard,Kigoma,Nyamagana,Sabasaba,Azikiwe,-3.4173,39.2246,Commercial real estate,2023-02-09,7094948.24,7991557.46,Agriculture,Lindi,Kinondoni,Mjini,Lumumba,-6.1294,32.8766,Yes,Climate Risk,"Johnson, Valdez and Hurley",472774.89
a73a3dd5-2304-4ad2-b9b6-387231876603,NMB Bank,BR382,Ubungo Branch,MC,Small,807891339.19,426373672.28,LN4042492,2022-12-10,2021-05-25,TZS,42751951.64,7854194.82,Quarterly,Floating,14.75,FIA,Business,Retail,Expansion,Standard,Morogoro,Kinondoni,Kijitonyama,Sokoine,-3.5149,39.2169,Unsecured,2023-12-01,6069677.41,5700508.41,Transport,Iringa,Morogoro Urban,Nyamagana,Sokoine,-6.1578,32.9278,Yes,Fire & Theft,Curtis PLC,8868948.14
b664c7a6-a9e8-445a-96ca-46259aec980c,NMB Bank,BR761,Sokoine Branch,SME,Micro,705147201.1,786754563.97,LN7612015,2023-05-17,2027-10-24,TZS,83341717.5,119993.15,Quarterly,Fixed,300.0,SLA,Personal,Manufacturing,Expansion,Standard,Morogoro,Ubungo,Ilala,Azikiwe,-6.8451,36.7039,MotorVehicle,2025-02-15,1036122.39,8230406.29,Agriculture,Kaskazini Unguja,Tanga City,Sabasaba,Sam Nujoma,-6.1438,36.6198,No,Fire & Theft,"Steele, Osborne and Shannon",6528234.35
5419f2c0-5abf-4116-bb7a-80026ecd9ee0,NMB Bank,BR859,Sokoine Branch,MC,Micro,248840678.92,372366327.1,LN1093240,2022-10-15,2028-01-09,TZS,48074137.27,9056461.1,Monthly,Floating,6.54,Others,Business,Retail,Asset Purchase,Doubtful,Kusini Pemba,Tanga City,Sabasaba,Nyerere,-6.7387,36.6198,Debenture,2023-01-21,3929883.21,1592585.89,Construction,Kilimanjaro,Nyamagana,Sabasaba,Regeant,-8.9045,39.1262,Yes,Fire & Theft,Davis-Saunders,9899764.19
999f800f-3909-4ccd-888d-9cf7220f02ef,NMB Bank,BR262,Tanga City Branch,Related parties,Micro,685944846.08,585014233.76,LN2512958,2023-05-03,2026-01-04,TZS,84053050.26,4351566.71,Semi-Annual,Fixed,150.0,FIA,Agricultural,Retail,Asset Purchase,Doubtful,Singida,Arusha City,Ilala,Lumumba,-6.2044,33.4339,Commercial real estate,2023-10-06,9627920.21,4899878.93,Agriculture,Kilimanjaro,Ilala,Makumbusho,Uhuru,-2.5146,35.779,Yes,Climate Risk,Ramirez-Bryant,9809250.47
86007d18-b67e-4aaf-96de-856b3ee9a0ec,NMB Bank,BR041,Kilosa Branch,Non-salaried,Micro,360060146.56,139023617.83,LN9362680,2024-07-16,2026-01-12,TZS,84533896.69,6865747.9,Monthly,Fixed,11.95,BUL,Business,Manufacturing,Asset Purchase,Doubtful,Kaskazini Unguja,Ilala,Mikocheni,Maktaba,-3.4526,33.4742,Government Securities,2023-03-02,8423400.91,1255018.99,Transport,Dodoma,Arusha City,Mikocheni,Nyerere,-6.2044,35.8102,No,Comprehensive,"Summers, Johnson and Boone",6858868.45
a4f9461b-4c6a-4962-a3d0-6e20a907edc1,NMB Bank,BR440,Nyamagana Branch,DC,Large,644353877.04,685391178.51,LN3909020,2023-10-03,2027-03-03,TZS,91374109.41,3460119.72,Weekly,Fixed,8.19,Others,Business,Retail,Asset Purchase,Substandard,Mtwara,Arusha City,Mjini,Maktaba,-5.0582,39.2136,Compulsory savings,2024-05-28,2193085.94,2320604.0,Construction,Kigoma,Kinondoni,Kaloleni,Maktaba,-6.1857,39.2916,Yes,Climate Risk,Davis-Soto,8514860.68
b5ad3225-9045-43b5-99dd-3c45162d5229,NMB Bank,BR489,Arusha City Branch,Non-salaried,Medium,115207250.59,649448126.38,LN1898812,2022-12-01,2025-12-12,TZS,66445260.43,2546397.13,Weekly,Floating,14.24,BUL,Mortgage,Retail,Asset Purchase,Standard,Kilimanjaro,Morogoro Urban,Sabasaba,Nyerere,-2.4915,37.6494,Stocks,2022-12-24,9781041.85,230728.17,Construction,Morogoro,Ilala,Mikocheni,Maktaba,-2.5223,39.1107,Yes,Climate Risk,James Ltd,8430598.36
1e432343-8ad7-4136-8174-46fe972e1be8,NMB Bank,BR999,Ilala Branch,microfinance serviec providers,Large,59395317.98,132922959.7,LN5529672,2023-02-27,2028-05-01,TZS,21685083.24,4323126.32,Weekly,Fixed,12.03,SLA,Personal,Farming,Asset Purchase,Standard,Dar es salaam,Morogoro Urban,Ilala,Sam Nujoma,-6.8097,33.4528,Gold,2025-05-08,9140521.21,3607964.18,Agriculture,Ruvuma,Arusha City,Ndugumbi,Nyerere,-6.1512,39.2315,Yes,Comprehensive,Hopkins-Mcmahon,1726145.08
82ad4c40-b92f-4636-b06d-e9089627c99f,NMB Bank,BR501,Nyamagana Branch,Related parties,Small,165033660.92,601832391.07,LN6418077,2022-12-15,2026-05-25,TZS,40025714.46,9201848.88,Annual,Fixed,19.11,SLA,Business,Retail,Working Capital,Doubtful,Njombe,Ilala,Mjini,Nyerere,-6.2044,36.5827,MotorVehicle,2022-12-21,5634485.48,8023983.12,Agriculture,Manyara,Mbeya City,Nyamagana,Regeant,-3.3382,39.2701,No,Fire & Theft,Clark-Ramos,771622.92
e62072e1-9cf8-44c7-9279-e9b9edab7a62,NMB Bank,BR996,Ilala Branch,MC,Micro,870325495.62,361091036.88,LN2751498,2024-08-25,2020-12-25,TZS,2110848.02,1569639.39,Quarterly,Fixed,11.47,SLA,Mortgage,Retail,Working Capital,Doubtful,Kagera,Kinondoni,Mikocheni,Sokoine,-2.4821,36.6198,Equipment,2023-07-09,399034.91,1680682.57,Transport,Mwanza,Ilala,Kaloleni,Lumumba,-8.8873,35.7813,Yes,Fire & Theft,Nguyen PLC,7816604.86
91fd6634-3308-4e8e-80b2-592d0806fb80,NMB Bank,BR213,Kilosa Branch,DC,Micro,280323690.52,870687172.99,LN8921695,2024-03-31,2025-09-16,TZS,43716914.61,7751149.65,Weekly,Floating,17.38,BUL,Mortgage,Farming,Asset Purchase,Standard,Dar es salaam,Tanga City,Makumbusho,Regeant,-5.0968,39.2916,Gold,2023-01-12,1999100.44,3909860.71,Transport,Kigoma,Mbeya City,Ilala,Maktaba,-6.1831,37.6932,Yes,Climate Risk,"Cruz, Wilson and Thompson",6897155.42
e5f929fd-5356-48be-bb9b-88ff718e4f17,NMB Bank,BR171,Kilosa Branch,SME,Micro,267416031.82,469319062.58,LN2734447,2024-08-04,2026-05-08,TZS,-5565158.55,3442214.85,Annual,Fixed,12.97,BUL,Mortgage,Farming,Working Capital,Doubtful,Mjini Magharibi,Kinondoni,Ndugumbi,Nyerere,-2.4698,35.8102,Guarantee from Local government units,2025-06-14,852314.8,6739783.29,Construction,Kilimanjaro,Morogoro Urban,Kaloleni,Nyerere,-6.1438,32.8981,Yes,Comprehensive,Mckee Group,3144391.43
6b9184b5-4fc6-4b01-9355-23558ce5ac93,NMB Bank,BR510,Arusha City Branch,Non-salaried,Medium,769489054.75,274966101.63,LN3626191,2024-05-25,2028-04-24,TZS,-2339048.15,3242295.7,Semi-Annual,Fixed,15.65,FIA,Agricultural,Retail,Asset Purchase,Standard,Katavi,Mbeya City,Sabasaba,Azikiwe,-2.5146,37.6932,Letter of Hypothecation,2023-11-29,2655887.66,3459478.91,Construction,Rukwa,Morogoro Urban,Mjini,Regeant,-2.4915,36.6198,Yes,Climate Risk,"Wilson, Wright and Harris",627395.81
315e788a-f4b8-4a66-b6f7-a3db4cc0737e,NMB Bank,BR120,Tanga City Branch,pension fund members,Small,539266815.24,307939915.92,LN5347502,2022-12-23,2021-03-18,TZS,92017542.39,3351887.72,Weekly,Floating,14.63,SLA,Business,Manufacturing,Asset Purchase,Substandard,Tanga,Ilala,Kijitonyama,Azikiwe,-6.1831,37.6358,Debenture,2025-03-18,3990357.09,4386420.38,Agriculture,Kigoma,Mbeya City,Ilala,Uhuru,-3.3382,39.2169,Yes,Comprehensive,Perez-Lynn,5551705.06
4da9d318-5639-4181-9ab0-1756cb30f38c,NMB Bank,BR108,Kilosa Branch,Corporate,Small,628496536.74,696813841.59,LN2491935,2023-10-30,2027-09-16,TZS,-999129.77,7209983.46,Quarterly,Fixed,16.18,SLA,Business,Retail,Asset Purchase,Substandard,Shinyanga,Mjini Magharibi,Kijitonyama,Nyerere,-6.1294,39.1107,Government Securities,2023-03-29,4965444.79,7919047.9,Agriculture,Kaskazini Unguja,Morogoro Urban,Mjini,Sam Nujoma,-6.1702,36.6198,Yes,Climate Risk,Boone-Harrison,8360262.43
fea38483-01ca-409e-8eef-36ea75153a1c,NMB Bank,BR943,Sokoine Branch,SME,Large,485267920.1,680162033.64,LN3477498,2023-01-06,2020-09-28,TZS,87939346.41,7515092.79,Annual,Floating,12.41,SLA,Personal,Retail,Expansion,Standard,Mtwara,Nyamagana,Ndugumbi,Nyerere,-6.2044,37.6932,Guarantee from Local government units,2025-05-22,5379314.34,7400325.63,Agriculture,Morogoro,Tanga City,Makumbusho,Sam Nujoma,-6.8182,32.9624,Yes,Climate Risk,Harrison PLC,9242002.2
d46d7c62-1712-43d9-8978-3cc96c422c0d,NMB Bank,BR089,Mbeya City Branch,Non-salaried,Micro,540063317.86,122840894.38,LN8701639,2022-11-02,2026-04-15,TZS,6023249.91,3917254.05,Monthly,Floating,14.66,FIA,Mortgage,Farming,Expansion,Standard,Njombe,Kinondoni,Sabasaba,Maktaba,-2.5223,32.8766,Letter of Hypothecation,2023-04-03,3765314.01,3113382.49,Transport,Iringa,Mbeya City,Sabasaba,Nyerere,-6.1947,37.6605,Yes,Comprehensive,Hernandez Group,1201043.34
db64581d-83a8-4f1c-94fa-13cc7df65512,NMB Bank,BR140,Ilala Branch,Related parties,Micro,34470750.15,346461303.99,LN6323236,2024-01-26,2027-10-03,TZS,795481.52,7887614.54,Semi-Annual,Floating,7.88,Others,Personal,Retail,Asset Purchase,Standard,Mbeya,Tanga City,Kaloleni,Regeant,-6.8549,39.2136,agricultural land,2023-10-25,6003219.35,691663.51,Transport,Rukwa,Ubungo,Nyamagana,Lumumba,-6.2039,35.7813,No,Comprehensive,Harrison-Cunningham,4146169.29
81bfceff-4a8d-4b5b-a5bf-216bc12cc7bb,NMB Bank,BR783,Ilala Branch,pension fund members,Large,674224733.5,795929334.42,LN5077869,2023-05-30,2028-04-22,TZS,10634312.91,4130683.76,Monthly,Floating,500.0,Others,Agricultural,Retail,Expansion,Standard,Manyara,Mbeya City,Kaloleni,Uhuru,-2.4915,35.8226,Guarantee from Revolutionary Government of Zanzibar,2023-02-02,6319629.64,3954399.24,Construction,Mwanza,Morogoro Urban,Makumbusho,Nyerere,-6.8182,39.1262,No,Climate Risk,Neal-Johnston,8671040.47
37afdfc7-b81e-4617-955d-8eb541107d96,NMB Bank,BR740,Mbeya City Branch,pension fund members,Large,13527788.31,688095320.17,LN4421016,2022-09-01,2028-03-13,TZS,85509083.5,608718.13,Monthly,Floating,16.2,Others,Agricultural,Retail,Expansion,Substandard,Iringa,Mjini Magharibi,Sabasaba,Lumumba,-6.1831,32.8567,Letter of Hypothecation,2024-06-01,9186729.07,7048831.91,Agriculture,Lindi,Ubungo,Sabasaba,Nyerere,-8.9398,35.7647,No,Fire & Theft,Sanchez and Sons,778521.62
0e35864f-8219-499a-a93a-1e05ed935b4c,NMB Bank,BR875,Ubungo Branch,MC,Large,816924180.88,317760750.84,LN4785221,2024-07-18,2026-03-04,TZS,-4009461.44,8431374.54,Semi-Annual,Floating,7.87,BUL,Agricultural,Farming,Working Capital,Standard,Dar es salaam,Tanga City,Sabasaba,Sokoine,-6.8125,39.2246,Unsecured,2023-12-23,9515784.88,3693086.55,Transport,Mjini Magharibi,Mjini Magharibi,Makumbusho,Azikiwe,-2.5223,37.6932,No,Comprehensive,"Thompson, Ferguson and Lara",1239261.65
74e07c65-684f-4629-9a7e-58c6e14f5c1b,NMB Bank,BR197,Ilala Branch,pension fund members,Micro,743151413.22,951660924.41,LN0998662,2023-06-17,2026-03-29,TZS,73587490.09,4645759.83,Monthly,Fixed,150.0,SLA,Personal,Manufacturing,Expansion,Substandard,Njombe,Nyamagana,Mikocheni,Lumumba,-6.1831,36.7039,MotorVehicle,2025-02-13,8746085.84,3857239.95,Transport,Lindi,Mbeya City,Mjini,Maktaba,-6.1438,32.8766,Yes,Comprehensive,Knox Ltd,278901.37
ce298f50-edbe-45fe-947d-36f13a9c370a,NMB Bank,BR322,Ilala Branch,Related parties,Small,187189109.67,364450713.04,LN7998154,2024-07-25,2027-10-27,TZS,31955905.25,5173593.05,Weekly,Fixed,12.99,FIA,Agricultural,Retail,Expansion,Standard,Mjini Magharibi,Morogoro Urban,Makumbusho,Nyerere,-6.8284,35.8102,Compulsory savings,2024-06-15,6631939.28,6059350.67,Transport,Mjini Magharibi,Nyamagana,Makumbusho,Sokoine,-3.3382,36.7039,Yes,Fire & Theft,Weaver-Grant,5037222.54
bd934c32-80ed-46ff-8f2f-db7cb5d78d6f,NMB Bank,BR198,Arusha City Branch,SME,Small,997496723.01,354978571.58,LN7264450,2023-02-18,2020-12-16,TZS,2391713.66,4066856.64,Annual,Fixed,19.92,FIA,Mortgage,Farming,Asset Purchase,Substandard,Kigoma,Ilala,Sabasaba,Azikiwe,-8.8873,36.6643,Stocks,2023-12-19,6824065.72,4196571.13,Agriculture,Katavi,Morogoro Urban,Mjini,Azikiwe,-2.4698,33.4742,Yes,Fire & Theft,"Turner, Rodriguez and Barnes",5086462.45
7b90ad7e-5a7e-424f-82a2-222f511de102,NMB Bank,BR772,Ubungo Branch,Non-salaried,Micro,824242751.11,582792162.4,LN9899714,2024-03-27,2027-08-01,TZS,38973100.98,328039.57,Quarterly,Floating,300.0,FIA,Agricultural,Retail,Working Capital,Substandard,Mtwara,Arusha City,Kaloleni,Regeant,-6.7944,39.2268,Residential mortgage,2023-05-01,4896437.23,1892805.89,Transport,Pwani,Kinondoni,Mjini,Maktaba,-6.1831,35.7647,Yes,Climate Risk,Robertson and Sons,9879322.91
347ac1c4-655f-4782-9e8d-de6f3ce9e874,NMB Bank,BR194,Ubungo Branch,Related parties,Micro,914759552.58,888414935.93,LN6559756,2023-07-31,2026-01-18,TZS,97873505.34,4242166.11,Monthly,Fixed,300.0,FIA,Agricultural,Farming,Asset Purchase,Doubtful,Lindi,Tanga City,Makumbusho,Sam Nujoma,-5.0157,33.4742,Compulsory savings,2025-03-07,2792363.86,2745957.83,Transport,Mara,Nyamagana,Sabasaba,Azikiwe,-5.0968,37.6605,Yes,Fire & Theft,"Chen, Jones and Johnston",7013762.81
2bc02f4a-f236-40bb-83fb-a57fcaffa44f,NMB Bank,BR192,Arusha City Branch,pension fund members,Medium,160351192.25,56028405.14,LN4502589,2024-01-15,2026-05-08,TZS,-9550555.53,9131789.8,Semi-Annual,Fixed,10.91,Others,Personal,Retail,Expansion,Substandard,Kusini Unguja,Nyamagana,Kaloleni,Sam Nujoma,-2.5223,32.8567,Deposits,2025-08-19,7215091.28,8741125.02,Construction,Katavi,Mbeya City,Ilala,Sam Nujoma,-6.8451,33.4742,No,Comprehensive,Duran-Garcia,3325585.21
2cd65ccc-d97e-4e0a-818d-dfee7d3f63ad,NMB Bank,BR003,Arusha City Branch,Non-salaried,Micro,568186217.45,214406413.76,LN5977928,2023-04-21,2027-10-29,TZS,-5304135.87,9792259.74,Monthly,Floating,17.03,Others,Agricultural,Farming,Asset Purchase,Doubtful,Mara,Tanga City,Sabasaba,Maktaba,-6.8549,33.4987,Stocks,2023-05-28,855695.33,5432637.19,Agriculture,Arusha,Nyamagana,Ndugumbi,Sam Nujoma,-3.4173,32.9278,No,Climate Risk,"Anderson, Barton and Harrington",5893659.68
990247ba-b0e7-4ab2-93e9-f3b808eae901,NMB Bank,BR335,Ilala Branch,Salaried,Medium,985862729.22,22570563.81,LN3128997,2023-10-04,2028-06-24,TZS,-1703670.97,3894315.29,Semi-Annual,Floating,5.0,BUL,Agricultural,Manufacturing,Working Capital,Standard,Kaskazini Pemba,Ubungo,Kijitonyama,Lumumba,-5.0157,35.7813,Debenture,2023-05-04,3161307.59,170004.39,Agriculture,Mjini Magharibi,Ubungo,Ilala,Lumumba,-6.8125,32.9624,Yes,Climate Risk,Walker-Blair,4162723.64
0f723674-61ee-4259-8099-8d75c9e2ef12,NMB Bank,BR046,Kilosa Branch,DC,Small,724022618.86,343085823.66,LN0671077,2023-12-14,2021-01-06,TZS,94654670.67,7338069.59,Semi-Annual,Fixed,13.89,Others,Agricultural,Manufacturing,Working Capital,Standard,Manyara,Tanga City,Kijitonyama,Azikiwe,-8.9045,35.7813,MotorVehicle,2024-03-08,6885318.75,4501793.51,Construction,Dar es salaam,Mjini Magharibi,Nyamagana,Lumumba,-5.0968,39.2246,Yes,Fire & Theft,Cook-Wade,5374984.93
21a34aa1-41b6-4cf4-a90d-64be1f2b80bc,NMB Bank,BR868,Sokoine Branch,Staff,Medium,903611859.23,536035451.76,LN2974602,2022-12-17,2020-12-04,TZS,49888885.76,9224331.46,Quarterly,Floating,11.24,BUL,Business,Manufacturing,Working Capital,Doubtful,Singida,Ilala,Mikocheni,Azikiwe,-6.7387,39.2169,Gold,2024-01-15,3708017.51,427862.54,Transport,Ruvuma,Tanga City,Kaloleni,Lumumba,-6.1831,39.2174,Yes,Climate Risk,Davis Group,7528326.73
cfc9a527-0d4b-4953-ade1-15fefd4ca0d4,NMB Bank,BR777,Sokoine Branch,pension fund members,Medium,102059645.57,899433888.62,LN7592291,2023-12-24,2027-01-13,TZS,46853984.42,3406531.65,Annual,Fixed,500.0,FIA,Mortgage,Manufacturing,Asset Purchase,Doubtful,Pwani,Mjini Magharibi,Makumbusho,Regeant,-6.8182,39.2174,Residential mortgage,2023-11-27,6439390.91,4391549.72,Agriculture,Manyara,Mjini Magharibi,Kijitonyama,Maktaba,-6.8125,32.9278,No,Climate Risk,Morris-Barker,8282538.36
f3a0afbe-1da9-42d7-975f-212a3e7b1310,NMB Bank,BR797,Tanga City Branch,Staff,Large,312965317.75,48701975.25,LN1382024,2023-01-26,2027-07-02,TZS,24401093.61,3045705.74,Annual,Floating,150.0,FIA,Personal,Farming,Asset Purchase,Doubtful,Mara,Mbeya City,Makumbusho,Regeant,-6.8451,39.2315,Guarantee of Unconditional and irrevocable guarantee of a first class international bank or a first class international financial institution.,2024-06-24,7052250.41,6850731.65,Construction,Mbeya,Nyamagana,Ndugumbi,Uhuru,-3.5149,33.4742,No,Fire & Theft,"Weiss, Page and Smith",8799362.29
