Customer Identification Number,Bank Name,Branch Code,Branch name,Client Type,Size of the business,Annual turn-over of the borrower,Balance sheet size of the borrower,Loan number,Disbursement Date,Maturity Date,Currency,TZS Disbursed Amount,TZS Outstanding Principal Amount,Frequency of repayment,Interest Rate Type,Annual Interest Rate,Loan authorization type,loan Type/ General Category,Loan Economic Activity,Purpose of the loan,Asset Classification Category,Location of invested loan (Region),Location of invested loan (District),Location of invested loan (Ward),Location of invested loan (Street),Invested Loan Geographical coordinates-Latitude,Invested Loan Geographical coordinates-Longitude,Collateral Pledged,Collateral Pledged Date,TZS Market value of the collateral,TZS Forced Sale Value of the collateral,Collateral Economic activity ,Collateral Region,Collateral District,Collateral Ward,Collateral Street,Collateral Geographical Coordinates-Latitude,Collateral Geographical Coordinates-Longitude,Insurance coverage of the collateral against climate risks ,Type of insurance policy,Name of insurance provider,Value of Collateral Protected
8a7c6fca-8e39-44a4-9945-bb51eac77f05,Stanbick Bank,BR240,Nyamagana Branch,Individual,Large,450697247.19,510110745.94,LN5377911,2023-07-09,2025-11-17,TZS,19229844.51,4690645.37,Quarterly,Floating,19.53,SLA,Business,Retail,Working Capital,Doubtful,Mbeya,Ilala,Mikocheni,Regeant,-3.3991,37.6494,Deposits,2023-05-23,6108088.05,362518.88,Construction,Arusha,Ubungo,Mikocheni,Lumumba,-2.5223,39.0715,Yes,Comprehensive,Brock LLC,5049229.38
475d40a9-6ea8-4a2e-abaf-fe1016f47231,Stanbick Bank,BR498,Mbeya City Branch,Individual,Micro,261224874.51,257554706.1,LN8125995,2023-02-19,2027-11-25,TZS,30045353.11,6728687.97,Annual,Fixed,5.28,FIA,Personal,Retail,Expansion,Standard,Arusha,Nyamagana,Mikocheni,Uhuru,-6.1438,32.9624,Other mortgages eg chattels,2023-07-20,1127808.34,5549091.44,Agriculture,Zanzibar Urban/West,Morogoro Urban,Makumbusho,Maktaba,-5.0157,39.2268,No,Climate Risk,"Maddox, Howard and Herrera",6114554.48
618784fb-a814-403b-92b4-d37a9686b119,Stanbick Bank,BR172,Ubungo Branch,DC,Large,383328817.79,200430075.77,LN8946154,2024-07-11,2027-05-07,TZS,68416591.28,3067605.45,Semi-Annual,Floating,6.01,Others,Agricultural,Farming,Asset Purchase,Doubtful,Dar es Salaam,Ilala,Nyamagana,Nyerere,-6.8182,37.6358,Commercial real estate,2025-08-23,8689638.55,6863611.1,Transport,Mwanza,Kinondoni,Mjini,Sam Nujoma,-6.1578,39.2315,No,Comprehensive,"Rodriguez, Jackson and Arnold",1187415.95
cc875d3c-de63-4522-b043-b3730a0d4803,Stanbick Bank,BR833,Kilosa Branch,Salaried,Large,712314465.7,926141732.34,LN0604217,2023-01-20,2027-09-18,TZS,4655887.06,6450059.25,Weekly,Floating,6.61,BUL,Business,Farming,Asset Purchase,Standard,Dar es Salaam,Mjini Magharibi,Ilala,Lumumba,-6.1702,37.6358,agricultural land,2023-12-03,5661682.1,1293088.4,Transport,Morogoro,Kinondoni,Kaloleni,Sokoine,-6.2039,36.6643,Yes,Comprehensive,Jackson Group,8494388.26
6591533f-9754-48a3-a704-44656192621f,Stanbick Bank,BR683,Mbeya City Branch,MC,Micro,218535509.91,693091804.48,LN3619012,2024-08-07,2027-06-30,TZS,32039489.1,1419854.29,Monthly,Fixed,11.17,FIA,Mortgage,Farming,Asset Purchase,Substandard,Zanzibar Urban/West,Mjini Magharibi,Makumbusho,Sokoine,-8.9398,33.4631,Compulsory savings,2024-12-03,7774662.53,3072403.92,Transport,Mbeya,Kinondoni,Kaloleni,Nyerere,-6.8182,35.7647,No,Comprehensive,Fitzgerald Inc,6059436.29
8c3a07ca-d537-4f15-abe3-3a6510a70cf0,Stanbick Bank,BR069,Ilala Branch,Corporate,Small,534594027.57,312763184.5,LN7623814,2023-11-03,2026-04-10,TZS,5898219.35,2110817.49,Semi-Annual,Floating,10.25,BUL,Personal,Farming,Working Capital,Standard,Mbeya,Tanga City,Makumbusho,Uhuru,-6.8284,39.2169,Gold,2023-09-22,4561236.71,7832093.49,Agriculture,Mwanza,Mjini Magharibi,Kijitonyama,Sokoine,-6.8125,36.5827,Yes,Comprehensive,Ibarra-Brooks,4232096.85
566cf8fb-6679-4920-be8e-7758b5cd9bed,Stanbick Bank,BR683,Mbeya City Branch,Salaried,Micro,582719790.83,939658596.9,LN3861061,2022-09-09,2025-11-23,TZS,63422885.68,9052047.39,Weekly,Fixed,17.64,SLA,Personal,Farming,Asset Purchase,Substandard,Dar es Salaam,Ubungo,Mjini,Azikiwe,-3.3991,37.6358,Deposits,2024-07-06,8619164.92,6364059.06,Transport,Tanga,Mjini Magharibi,Makumbusho,Regeant,-2.4698,39.2174,No,Fire & Theft,"Sanchez, Davila and Martin",575456.96
df0f3c62-c744-4e89-a136-d8295583bd91,Stanbick Bank,BR156,Kinondoni Branch,Non-salaried,Micro,286668067.78,421379495.27,LN8637251,2024-04-08,2026-08-22,TZS,89635553.52,1643718.94,Monthly,Fixed,9.4,FIA,Personal,Farming,Asset Purchase,Doubtful,Dar es Salaam,Ilala,Makumbusho,Uhuru,-6.1438,32.8981,Debenture,2024-04-06,5884597.45,6230976.34,Agriculture,Tanga,Nyamagana,Makumbusho,Sam Nujoma,-3.3991,35.7647,No,Comprehensive,Hernandez PLC,5922381.44
d774a240-abd6-4d12-8252-02fde384f9eb,Stanbick Bank,BR744,Tanga City Branch,Individual,Large,914563338.33,675431997.01,LN3310506,2023-04-24,2027-03-01,TZS,33335843.85,2330299.94,Monthly,Fixed,5.11,FIA,Mortgage,Manufacturing,Expansion,Doubtful,Morogoro,Arusha City,Sabasaba,Azikiwe,-3.3991,39.2701,Letter of Hypothecation,2023-09-05,1115739.83,8198319.76,Transport,Mwanza,Mjini Magharibi,Nyamagana,Regeant,-8.9151,39.2268,Yes,Comprehensive,"Davenport, Hunt and Wise",131318.68
698c161b-a9e1-44d3-85f4-889e9ab926a8,Stanbick Bank,BR844,Sokoine Branch,Individual,Large,67114403.12,640003921.69,LN5555872,2022-12-07,2026-07-02,TZS,64558045.85,5507955.51,Quarterly,Floating,8.38,Others,Business,Manufacturing,Asset Purchase,Doubtful,Dar es Salaam,Ubungo,Makumbusho,Sokoine,-6.7944,39.2049,Commercial real estate,2025-04-08,2959745.82,6299567.41,Agriculture,Dodoma,Arusha City,Ilala,Uhuru,-6.1512,36.5827,Yes,Fire & Theft,Harris PLC,2309738.99
874c6435-8246-4632-8ce4-e97b0de0caff,Stanbick Bank,BR090,Arusha City Branch,MC,Micro,462489514.68,32358619.6,LN8026774,2024-04-06,2028-06-05,TZS,39760281.89,2018933.09,Quarterly,Fixed,10.75,SLA,Personal,Manufacturing,Working Capital,Doubtful,Morogoro,Tanga City,Mjini,Sam Nujoma,-3.4173,39.2315,Guarantee of Unconditional and irrevocable guarantee of a first class international bank or a first class international financial institution.,2023-04-25,5020647.9,1304243.03,Construction,Zanzibar Urban/West,Morogoro Urban,Ndugumbi,Sam Nujoma,-6.1438,37.6932,Yes,Climate Risk,Brewer and Sons,8153493.54
df653da5-d0e2-42c1-94a5-c4203f1c5c3e,Stanbick Bank,BR018,Mbeya City Branch,SME,Small,659837205.94,611673736.93,LN0442154,2023-03-05,2025-09-04,TZS,17060886.45,7174488.51,Semi-Annual,Fixed,19.47,BUL,Business,Retail,Expansion,Doubtful,Zanzibar Urban/West,Mbeya City,Nyamagana,Uhuru,-8.9264,37.6605,Government Securities,2025-04-08,627394.12,1229726.77,Construction,Tanga,Mbeya City,Mikocheni,Regeant,-6.1294,35.7813,Yes,Climate Risk,"Hernandez, James and Baker",2019220.05
0aa2005b-2ffb-4ee1-8ab9-228322ded9ca,Stanbick Bank,BR395,Kinondoni Branch,Corporate,Small,593978716.58,462443448.29,LN9368545,2023-10-06,2026-09-15,TZS,89867234.91,8541493.89,Monthly,Floating,19.88,FIA,Personal,Retail,Expansion,Substandard,Arusha,Nyamagana,Mjini,Sokoine,-6.1831,32.9278,Letter of Hypothecation,2025-02-18,8683447.46,7119850.09,Transport,Dodoma,Nyamagana,Mikocheni,Uhuru,-5.0157,35.7647,Yes,Fire & Theft,Zavala-Valdez,1786774.02
4aadd1ba-d20b-47b2-a82f-f18d1a035b26,Stanbick Bank,BR642,Ubungo Branch,SME,Large,150845179.93,654174010.89,LN8188993,2024-06-17,2027-01-14,TZS,43832764.28,3902230.87,Monthly,Fixed,8.57,Others,Personal,Manufacturing,Working Capital,Substandard,Mwanza,Mbeya City,Ilala,Uhuru,-6.8097,33.4631,MotorVehicle,2023-07-22,607786.78,4644268.18,Transport,Morogoro,Kinondoni,Mikocheni,Sokoine,-6.1578,32.8981,No,Comprehensive,Wilkins PLC,4174459.7
e6d3c6b6-6e5f-4fab-8595-a3000a8ee450,Stanbick Bank,BR484,Tanga City Branch,Salaried,Medium,312784549.98,519029297.46,LN1155399,2024-06-11,2027-12-18,TZS,44811163.4,4640813.31,Monthly,Floating,12.6,BUL,Personal,Manufacturing,Working Capital,Substandard,Zanzibar Urban/West,Mbeya City,Makumbusho,Sam Nujoma,-6.7944,32.8567,Guarantee of Unconditional and irrevocable guarantee of a first class international bank or a first class international financial institution.,2023-09-03,7611371.3,6455466.56,Construction,Tanga,Nyamagana,Mikocheni,Sam Nujoma,-6.7387,32.9278,No,Comprehensive,Watson LLC,803868.08
0677102c-1179-4da4-a012-80c8a23c1f50,Stanbick Bank,BR235,Kinondoni Branch,Non-salaried,Micro,766989299.01,739485984.41,LN0686785,2023-12-11,2025-12-11,TZS,84946547.6,2989562.03,Annual,Fixed,18.81,SLA,Mortgage,Manufacturing,Asset Purchase,Substandard,Zanzibar Urban/West,Mjini Magharibi,Ilala,Uhuru,-5.0968,39.1107,Guarantee of Unconditional and irrevocable guarantee of a first class international bank or a first class international financial institution.,2025-03-05,9425080.98,4663834.67,Agriculture,Dodoma,Ubungo,Nyamagana,Sam Nujoma,-6.1702,39.1107,Yes,Climate Risk,"Richards, Farrell and Mitchell",4281487.09
f808ab8a-c3be-4d1a-a14e-2d9476554256,Stanbick Bank,BR806,Kinondoni Branch,SME,Small,141734147.9,371627698.31,LN4653975,2024-04-07,2028-06-20,TZS,92536638.62,4752048.95,Semi-Annual,Floating,6.05,BUL,Personal,Manufacturing,Working Capital,Standard,Dodoma,Morogoro Urban,Ilala,Sokoine,-6.7387,39.2471,Deposits,2023-03-05,8266932.95,6265204.47,Construction,Zanzibar Urban/West,Arusha City,Kijitonyama,Azikiwe,-3.4526,39.2315,Yes,Climate Risk,Wood LLC,8340802.73
932a2e45-35ac-44ac-9745-ee1603099d37,Stanbick Bank,BR556,Kinondoni Branch,DC,Large,112371553.46,765593046.33,LN4592502,2024-05-06,2028-06-13,TZS,50080121.75,383050.51,Quarterly,Fixed,11.94,SLA,Agricultural,Farming,Working Capital,Substandard,Mwanza,Kinondoni,Mikocheni,Regeant,-6.2039,39.1262,Guarantee from Local government units,2024-04-26,5996464.44,8110859.68,Transport,Mwanza,Kinondoni,Kaloleni,Uhuru,-3.5149,37.6358,No,Comprehensive,"Lewis, Aguilar and Powell",7726174.87
a0d9023e-fbf2-4d2f-90af-c01bfeddd293,Stanbick Bank,BR814,Tanga City Branch,DC,Micro,807104867.43,480417448.28,LN2724579,2023-12-29,2028-07-21,TZS,22841008.16,7074618.62,Monthly,Fixed,9.56,FIA,Business,Manufacturing,Working Capital,Substandard,Dar es Salaam,Arusha City,Mikocheni,Nyerere,-2.5146,39.0983,Terminal Benefits,2024-04-06,6173507.78,1706811.71,Transport,Morogoro,Mbeya City,Makumbusho,Lumumba,-6.2039,39.2916,Yes,Comprehensive,Sparks-Tyler,6312000.3
679069df-fe3f-4e42-a184-7c9206504df6,Stanbick Bank,BR258,Arusha City Branch,DC,Micro,838870633.27,148582308.32,LN6966975,2022-09-09,2026-06-28,TZS,35700973.02,111290.39,Annual,Floating,15.41,FIA,Personal,Retail,Expansion,Standard,Arusha,Nyamagana,Ndugumbi,Uhuru,-6.7944,36.7039,Other mortgages eg chattels,2025-07-15,5626779.02,4354518.31,Transport,Mwanza,Tanga City,Mjini,Regeant,-3.3382,39.2049,Yes,Fire & Theft,Garcia-Vang,5594969.83
f34f4370-4040-45fe-95d3-e3a49cbaf3f3,Stanbick Bank,BR972,Kilosa Branch,Corporate,Large,194013010.2,804568273.93,LN6751203,2023-08-20,2028-06-18,TZS,53828428.85,141593.28,Weekly,Floating,5.45,SLA,Business,Manufacturing,Working Capital,Substandard,Mbeya,Mjini Magharibi,Ilala,Maktaba,-6.8097,32.8766,Other mortgages eg chattels,2023-06-03,538602.02,2256540.84,Transport,Arusha,Ubungo,Kijitonyama,Sokoine,-6.8284,35.8102,No,Climate Risk,Hanna LLC,3104973.68
12307096-a4fe-4fba-ac1f-8ae9ae2492eb,Stanbick Bank,BR902,Kinondoni Branch,microfinance serviec providers,Small,558251093.64,625758069.0,LN3316270,2022-12-08,2027-09-18,TZS,94145429.57,6412957.21,Annual,Floating,6.41,SLA,Business,Retail,Working Capital,Substandard,Dodoma,Kinondoni,Nyamagana,Sokoine,-6.8125,39.2169,Deposits,2023-01-12,4016557.82,3448103.48,Agriculture,Dar es Salaam,Kinondoni,Kaloleni,Nyerere,-6.8451,39.2916,Yes,Fire & Theft,Bentley-Johnson,1222869.03
9936451b-db89-40d5-ba76-efa72a42c80a,Stanbick Bank,BR435,Kinondoni Branch,Individual,Large,60771299.78,482624743.88,LN2054245,2023-02-10,2026-05-31,TZS,50124342.87,4101722.14,Annual,Floating,9.62,BUL,Personal,Farming,Expansion,Doubtful,Arusha,Tanga City,Kaloleni,Maktaba,-2.5146,32.8567,Debenture,2023-11-07,5607712.43,1442650.41,Transport,Dar es Salaam,Ubungo,Mjini,Uhuru,-8.9264,36.6643,Yes,Climate Risk,Joyce Ltd,3848473.57
4a1e0950-56c2-43aa-b602-8968767eba41,Stanbick Bank,BR902,Kilosa Branch,pension fund members,Large,813891214.08,852657622.21,LN5589046,2022-12-27,2026-08-01,TZS,55077255.52,5452643.23,Monthly,Fixed,10.23,BUL,Personal,Retail,Asset Purchase,Substandard,Dodoma,Ilala,Ilala,Uhuru,-2.5146,39.2315,Debenture,2024-10-12,9676419.77,5855461.37,Transport,Mwanza,Tanga City,Mjini,Nyerere,-6.7944,35.7647,Yes,Fire & Theft,"Ward, Parker and Jackson",2380850.53
61f6abca-1d36-48b3-8b4b-b3d5842f4791,Stanbick Bank,BR485,Ilala Branch,Related parties,Micro,58450815.15,31077150.23,LN6888964,2024-01-10,2028-01-12,TZS,15697331.08,5307726.23,Quarterly,Floating,5.9,FIA,Agricultural,Farming,Working Capital,Doubtful,Mbeya,Ilala,Ilala,Maktaba,-5.0582,39.2471,Unsecured,2022-10-04,9571649.86,4008789.07,Agriculture,Mbeya,Mjini Magharibi,Ilala,Uhuru,-6.1947,39.2315,Yes,Comprehensive,Hardin Ltd,4081387.18
1eabb203-b96c-4324-b769-88b98a7215bc,Stanbick Bank,BR569,Tanga City Branch,Related parties,Micro,811912310.29,663257625.25,LN3790570,2024-04-03,2026-12-06,TZS,70962228.9,4043038.67,Monthly,Fixed,18.97,BUL,Mortgage,Retail,Asset Purchase,Substandard,Zanzibar Urban/West,Morogoro Urban,Sabasaba,Uhuru,-5.0315,36.6198,Residential mortgage,2024-03-28,5404171.73,7916418.32,Agriculture,Tanga,Ilala,Makumbusho,Sokoine,-6.1294,36.6428,No,Fire & Theft,Weeks-Moore,1890970.72
21265b9f-e092-4b1e-903c-7fc2771ef8e1,Stanbick Bank,BR659,Nyamagana Branch,SME,Medium,565422859.15,144974501.12,LN3821492,2024-05-20,2027-03-02,TZS,94551239.96,8903390.58,Quarterly,Floating,9.29,BUL,Personal,Manufacturing,Expansion,Substandard,Arusha,Ubungo,Kijitonyama,Regeant,-6.8786,39.2169,Debenture,2023-10-25,8116707.48,8154682.38,Agriculture,Morogoro,Ilala,Nyamagana,Sokoine,-8.9045,37.6847,Yes,Comprehensive,Johnson-Bennett,9619620.88
67f2c4b6-a824-4242-904c-416e5ae9803b,Stanbick Bank,BR802,Mbeya City Branch,Corporate,Medium,193998067.28,488509584.9,LN8862513,2023-05-31,2026-08-29,TZS,3472651.9,759922.86,Weekly,Floating,7.21,FIA,Mortgage,Manufacturing,Expansion,Standard,Tanga,Morogoro Urban,Makumbusho,Azikiwe,-5.0582,33.4742,Cash,2025-03-26,897796.47,7775307.5,Agriculture,Dodoma,Mbeya City,Ilala,Azikiwe,-6.2039,39.2268,No,Fire & Theft,"Sanchez, Cox and Hill",327007.97
6af4a6df-83e0-4435-a03a-7fe4854a83c5,Stanbick Bank,BR612,Nyamagana Branch,Salaried,Large,62111659.91,693822690.61,LN7678751,2023-05-24,2027-04-28,TZS,7495514.46,3160539.07,Quarterly,Floating,12.65,FIA,Personal,Farming,Asset Purchase,Substandard,Dodoma,Arusha City,Ndugumbi,Sokoine,-6.1857,39.0715,Deposits,2023-07-06,1624353.86,446987.41,Construction,Dodoma,Tanga City,Nyamagana,Sokoine,-3.3991,32.8766,No,Fire & Theft,"Gray, Ramsey and Davis",5644390.62
57fbd182-763d-4a29-a1fd-56632886323e,Stanbick Bank,BR228,Sokoine Branch,DC,Medium,806690453.72,90118447.74,LN4839827,2024-03-14,2027-08-03,TZS,31899860.48,6341692.6,Monthly,Fixed,5.17,Others,Mortgage,Farming,Expansion,Standard,Arusha,Morogoro Urban,Mikocheni,Nyerere,-3.3382,33.4528,Guarantee from Revolutionary Government of Zanzibar,2024-10-25,1100948.89,790953.79,Construction,Zanzibar Urban/West,Ilala,Makumbusho,Uhuru,-2.5146,37.6494,Yes,Fire & Theft,Nichols PLC,677383.4
418f7aa5-b29f-47b5-81e5-e63e80464a49,Stanbick Bank,BR390,Tanga City Branch,Individual,Large,415149341.82,851951896.94,LN1234072,2022-12-28,2026-05-25,TZS,30337198.74,88231.49,Semi-Annual,Floating,10.01,FIA,Agricultural,Farming,Working Capital,Standard,Mwanza,Nyamagana,Sabasaba,Uhuru,-2.4698,33.4631,Stocks,2024-10-02,5686322.8,4862038.57,Transport,Morogoro,Mbeya City,Mikocheni,Maktaba,-5.0315,35.779,Yes,Climate Risk,"Lee, Contreras and Hoffman",9780007.89
2048ba16-5c1e-457b-965e-b26cd38cbb84,Stanbick Bank,BR549,Mbeya City Branch,Salaried,Small,742885815.43,787020722.09,LN3007600,2023-10-05,2027-09-30,TZS,97761437.01,8808348.52,Semi-Annual,Fixed,12.91,Others,Agricultural,Retail,Asset Purchase,Standard,Arusha,Ubungo,Kaloleni,Maktaba,-6.7387,37.6605,Guarantee of Unconditional and irrevocable guarantee of a first class international bank or a first class international financial institution.,2023-06-10,6825112.76,4903398.05,Construction,Zanzibar Urban/West,Arusha City,Kaloleni,Nyerere,-6.1831,39.2246,Yes,Fire & Theft,"Mejia, Robertson and Sandoval",2867201.18
6eddfd3c-10d1-4a7f-9bb0-d7f944138146,Stanbick Bank,BR575,Mbeya City Branch,SME,Small,28919113.75,437536099.22,LN1081729,2023-01-11,2026-04-26,TZS,75633175.72,6181458.28,Monthly,Floating,7.08,BUL,Business,Farming,Asset Purchase,Substandard,Arusha,Mjini Magharibi,Mikocheni,Azikiwe,-8.9264,33.4339,Residential mortgage,2022-09-17,4948474.08,3809719.64,Transport,Zanzibar Urban/West,Kinondoni,Nyamagana,Sam Nujoma,-6.8125,39.0715,Yes,Fire & Theft,Vincent-Roy,1722627.0
d1f96c3c-d40e-4758-82f5-9ab2c76d2653,Stanbick Bank,BR257,Kilosa Branch,DC,Micro,685330830.8,645527325.27,LN5578878,2022-11-04,2026-06-22,TZS,72995455.85,443333.04,Weekly,Floating,7.12,FIA,Mortgage,Retail,Expansion,Doubtful,Zanzibar Urban/West,Kinondoni,Kaloleni,Uhuru,-6.8097,33.4528,Commercial real estate,2024-06-03,5152393.88,4296404.3,Construction,Zanzibar Urban/West,Arusha City,Makumbusho,Maktaba,-6.1947,39.2136,No,Fire & Theft,Cooper-Johnson,3535594.86
cb6eb1bf-9dff-4bae-8e0a-7189ceb6a73a,Stanbick Bank,BR915,Sokoine Branch,Salaried,Micro,648227209.96,970390523.99,LN2205138,2024-08-06,2028-02-01,TZS,88008445.63,9897324.81,Semi-Annual,Floating,5.03,FIA,Mortgage,Retail,Asset Purchase,Substandard,Morogoro,Nyamagana,Sabasaba,Regeant,-6.8125,37.6847,Debenture,2024-01-17,7394348.18,260798.81,Agriculture,Arusha,Arusha City,Nyamagana,Maktaba,-6.1578,39.0983,Yes,Fire & Theft,Jones-Terry,7761975.12
9f80b57e-14ae-4fd3-9c5a-987d31fea74b,Stanbick Bank,BR984,Nyamagana Branch,Related parties,Micro,191080512.75,222380260.12,LN3090076,2023-12-03,2027-11-17,TZS,67358537.32,4111880.99,Semi-Annual,Fixed,6.29,SLA,Personal,Manufacturing,Working Capital,Substandard,Dar es Salaam,Kinondoni,Nyamagana,Uhuru,-6.2039,39.0983,Other mortgages eg chattels,2023-01-03,4425569.34,5591445.34,Transport,Zanzibar Urban/West,Morogoro Urban,Ndugumbi,Uhuru,-6.1294,32.9624,No,Fire & Theft,Mendoza Ltd,1414180.13
